season_year,personId,personName,games_played,minutes,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,points,position,teamTricode,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,threepointers_per_game,field_goal_percentage,three_point_percentage,free_throw_percentage
2014-15,708,Kevin Garnett,47,0.0,143,306,1,7,36,45,48,263,311,77,46,17,46,323,F,"BKN, MIN",0.0,6.872340425531915,6.617021276595745,1.6382978723404256,0.9787234042553191,0.3617021276595745,0.9787234042553191,0.02127659574468085,0.4673202614379085,0.14285714285714285,0.8
2014-15,977,Kobe Bryant,35,0.0,266,713,54,184,196,241,26,173,199,197,47,7,128,782,G,LAL,0.0,22.34285714285714,5.685714285714286,5.628571428571429,1.3428571428571427,0.2,3.657142857142857,1.542857142857143,0.37307152875175315,0.29347826086956524,0.8132780082987552
2014-15,1495,Tim Duncan,77,0.0,419,819,2,7,230,311,170,534,704,230,63,151,131,1070,F,SAS,0.0,13.896103896103897,9.142857142857142,2.987012987012987,0.8181818181818182,1.9610389610389611,1.7012987012987013,0.025974025974025976,0.5115995115995116,0.2857142857142857,0.7395498392282959
2014-15,1713,Vince Carter,66,0.0,135,406,69,232,45,57,27,106,133,79,43,14,43,384,F,MEM,0.0,5.818181818181818,2.015151515151515,1.196969696969697,0.6515151515151515,0.21212121212121213,0.6515151515151515,1.0454545454545454,0.33251231527093594,0.2974137931034483,0.7894736842105263
2014-15,1717,Dirk Nowitzki,77,0.0,487,1062,104,274,255,289,44,413,457,143,39,33,82,1333,F,DAL,0.0,17.31168831168831,5.935064935064935,1.8571428571428572,0.5064935064935064,0.42857142857142855,1.0649350649350648,1.3506493506493507,0.4585687382297552,0.3795620437956204,0.8823529411764706
2014-15,1718,Paul Pierce,73,0.0,293,656,118,303,164,210,45,249,294,144,46,24,92,868,F,WAS,0.0,11.89041095890411,4.027397260273973,1.9726027397260273,0.6301369863013698,0.3287671232876712,1.2602739726027397,1.6164383561643836,0.44664634146341464,0.38943894389438943,0.780952380952381
2014-15,1737,Nazr Mohammed,23,0.0,13,30,0,0,1,3,11,27,38,3,4,5,7,27,,CHI,0.0,1.173913043478261,1.6521739130434783,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.30434782608695654,0.0,0.43333333333333335,0.0,0.3333333333333333
2014-15,1882,Elton Brand,36,0.0,42,95,0,1,12,23,28,72,100,22,17,25,18,96,C,ATL,0.0,2.6666666666666665,2.7777777777777777,0.6111111111111112,0.4722222222222222,0.6944444444444444,0.5,0.0,0.4421052631578947,0.0,0.5217391304347826
2014-15,1889,Andre Miller,81,0.0,145,290,7,34,58,77,37,116,153,284,32,6,104,355,,"SAC, WAS",0.0,4.382716049382716,1.8888888888888888,3.506172839506173,0.3950617283950617,0.07407407407407407,1.2839506172839505,0.08641975308641975,0.5,0.20588235294117646,0.7532467532467533
2014-15,1890,Shawn Marion,57,0.0,119,267,12,46,26,34,64,138,202,51,27,27,33,276,G,CLE,0.0,4.842105263157895,3.543859649122807,0.8947368421052632,0.47368421052631576,0.47368421052631576,0.5789473684210527,0.21052631578947367,0.44569288389513106,0.2608695652173913,0.7647058823529411
2014-15,1891,Jason Terry,77,0.0,188,446,126,323,39,48,15,106,121,147,66,19,74,541,G,HOU,0.0,7.025974025974026,1.5714285714285714,1.9090909090909092,0.8571428571428571,0.24675324675324675,0.961038961038961,1.6363636363636365,0.42152466367713004,0.39009287925696595,0.8125
2014-15,1905,Andrei Kirilenko,7,0.0,0,5,0,0,3,4,2,6,8,1,1,0,1,3,,BKN,0.0,0.42857142857142855,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.75
2014-15,1938,Manu Ginobili,70,0.0,251,589,89,258,147,204,28,183,211,293,67,20,154,738,,SAS,0.0,10.542857142857143,3.0142857142857142,4.185714285714286,0.9571428571428572,0.2857142857142857,2.2,1.2714285714285714,0.42614601018675724,0.3449612403100775,0.7205882352941176
2014-15,2030,Kenyon Martin,11,0.0,9,22,0,0,2,2,6,13,19,5,5,6,3,20,,MIL,0.0,1.8181818181818181,1.7272727272727273,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.0,0.4090909090909091,0.0,1.0
2014-15,2034,Mike Miller,52,0.0,37,114,32,98,3,4,4,87,91,46,14,4,23,109,F,CLE,0.0,2.0961538461538463,1.75,0.8846153846153846,0.2692307692307692,0.07692307692307693,0.4423076923076923,0.6153846153846154,0.32456140350877194,0.32653061224489793,0.75
2014-15,2037,Jamal Crawford,64,0.0,332,839,119,364,227,252,18,106,124,158,59,14,92,1010,F,LAC,0.0,15.78125,1.9375,2.46875,0.921875,0.21875,1.4375,1.859375,0.3957091775923719,0.3269230769230769,0.9007936507936508
2014-15,2045,Hedo Turkoglu,62,0.0,83,188,60,139,6,11,5,94,99,37,19,7,29,232,F,LAC,0.0,3.7419354838709675,1.596774193548387,0.5967741935483871,0.3064516129032258,0.11290322580645161,0.46774193548387094,0.967741935483871,0.44148936170212766,0.4316546762589928,0.5454545454545454
2014-15,2199,Tyson Chandler,75,0.0,293,440,0,0,185,257,294,570,864,84,42,91,105,771,C,DAL,0.0,10.28,11.52,1.12,0.56,1.2133333333333334,1.4,0.0,0.6659090909090909,0.0,0.7198443579766537
2014-15,2200,Pau Gasol,78,0.0,570,1153,12,26,294,366,220,699,919,210,25,147,158,1446,F,CHI,0.0,18.53846153846154,11.782051282051283,2.6923076923076925,0.32051282051282054,1.8846153846153846,2.0256410256410255,0.15384615384615385,0.4943625325238508,0.46153846153846156,0.8032786885245902
2014-15,2202,Jason Richardson,19,0.0,62,178,31,96,17,22,13,53,66,38,13,3,16,172,G,PHI,0.0,9.052631578947368,3.473684210526316,2.0,0.6842105263157895,0.15789473684210525,0.8421052631578947,1.631578947368421,0.34831460674157305,0.3229166666666667,0.7727272727272727
2014-15,2207,Joe Johnson,80,0.0,446,1025,121,337,141,176,53,331,384,292,59,14,137,1154,F,BKN,0.0,14.425,4.8,3.65,0.7375,0.175,1.7125,1.5125,0.4351219512195122,0.3590504451038576,0.8011363636363636
2014-15,2210,Richard Jefferson,74,0.0,144,324,66,155,78,114,25,158,183,61,32,11,52,432,F,DAL,0.0,5.837837837837838,2.472972972972973,0.8243243243243243,0.43243243243243246,0.14864864864864866,0.7027027027027027,0.8918918918918919,0.4444444444444444,0.4258064516129032,0.6842105263157895
2014-15,2216,Zach Randolph,71,0.0,454,932,7,20,228,298,225,522,747,153,69,14,156,1143,F,MEM,0.0,16.098591549295776,10.52112676056338,2.1549295774647885,0.971830985915493,0.19718309859154928,2.1971830985915495,0.09859154929577464,0.4871244635193133,0.35,0.7651006711409396
2014-15,2217,Brendan Haywood,22,0.0,14,30,0,0,7,13,6,23,29,2,2,10,10,35,C,CLE,0.0,1.5909090909090908,1.3181818181818181,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.0,0.4666666666666667,0.0,0.5384615384615384
2014-15,2222,Gerald Wallace,32,0.0,14,34,1,3,6,15,17,40,57,11,15,4,18,35,,BOS,0.0,1.09375,1.78125,0.34375,0.46875,0.125,0.5625,0.03125,0.4117647058823529,0.3333333333333333,0.4
2014-15,2223,Samuel Dalembert,32,0.0,57,130,0,0,14,20,53,115,168,29,14,41,39,128,C,NYK,0.0,4.0,5.25,0.90625,0.4375,1.28125,1.21875,0.0,0.43846153846153846,0.0,0.7
