season_year,personId,personName,games_played,minutes,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,points,position,teamTricode,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,threepointers_per_game,field_goal_percentage,three_point_percentage,free_throw_percentage
2010-11,255,Grant Hill,80,0.0,399,825,45,114,213,257,77,261,338,200,64,35,134,1056,F,PHX,0.0,13.2,4.225,2.5,0.8,0.4375,1.675,0.5625,0.48363636363636364,0.39473684210526316,0.8287937743190662
2010-11,406,Shaquille O'Neal,37,0.0,134,201,0,0,73,131,48,130,178,26,16,42,56,341,C,BOS,0.0,9.216216216216216,4.8108108108108105,0.7027027027027027,0.43243243243243246,1.135135135135135,1.5135135135135136,0.0,0.6666666666666666,0.0,0.5572519083969466
2010-11,436,Juwan Howard,57,0.0,55,125,0,0,29,35,36,86,122,23,10,4,25,139,,MIA,0.0,2.43859649122807,2.1403508771929824,0.40350877192982454,0.17543859649122806,0.07017543859649122,0.43859649122807015,0.0,0.44,0.0,0.8285714285714286
2010-11,467,Jason Kidd,80,0.0,215,596,133,391,67,77,35,316,351,655,134,29,179,630,G,DAL,0.0,7.875,4.3875,8.1875,1.675,0.3625,2.2375,1.6625,0.36073825503355705,0.340153452685422,0.8701298701298701
2010-11,686,Antonio McDyess,73,0.0,169,344,0,1,52,77,122,273,395,84,36,39,72,390,C,SAS,0.0,5.342465753424658,5.410958904109589,1.1506849315068493,0.4931506849315068,0.5342465753424658,0.9863013698630136,0.0,0.49127906976744184,0.0,0.6753246753246753
2010-11,689,Theo Ratliff,10,0.0,1,6,0,0,0,2,6,7,13,3,2,5,3,2,,LAL,0.0,0.2,1.3,0.3,0.2,0.5,0.3,0.0,0.16666666666666666,0.0,0.0
2010-11,693,Joe Smith,16,0.0,3,16,0,0,2,2,3,18,21,4,0,4,5,8,F,"NJN, LAL",0.0,0.5,1.3125,0.25,0.0,0.25,0.3125,0.0,0.1875,0.0,1.0
2010-11,703,Kurt Thomas,52,0.0,95,186,1,1,20,32,75,226,301,60,32,42,42,211,C,CHI,0.0,4.0576923076923075,5.788461538461538,1.1538461538461537,0.6153846153846154,0.8076923076923077,0.8076923076923077,0.019230769230769232,0.510752688172043,1.0,0.625
2010-11,708,Kevin Garnett,71,0.0,434,822,1,5,187,217,83,548,631,171,95,57,115,1056,F,BOS,0.0,14.873239436619718,8.887323943661972,2.408450704225352,1.3380281690140845,0.8028169014084507,1.619718309859155,0.014084507042253521,0.5279805352798054,0.2,0.8617511520737328
2010-11,711,Jerry Stackhouse,7,0.0,3,12,1,4,5,7,1,6,7,3,0,2,2,12,G,MIA,0.0,1.7142857142857142,1.0,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.25,0.25,0.7142857142857143
