personId,personName,games_played,teamTricode,field_goal_percentage,free_throw_percentage,threepointers_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game
1740,Rashard Lewis,57,"ORL, WAS",0.433,0.802,1.526,11.719,5.088,1.614,0.912,0.526,1.526
1752,Sean Marks,29,POR,0.432,0.625,0.069,1.552,1.379,0.138,0.103,0.172,0.379
1802,Brad Miller,60,HOU,0.446,0.83,0.667,6.367,3.7,2.417,0.467,0.35,0.9
1853,Anthony Carter,33,"DEN, NYK",0.425,1.0,0.364,3.333,1.545,2.091,0.818,0.182,1.182
1863,Earl Boykins,57,MIL,0.443,0.841,0.474,7.158,0.965,2.474,0.667,0.053,0.912
1882,Elton Brand,81,PHI,0.512,0.78,0.0,15.025,8.346,1.481,1.136,1.309,1.247
1884,Baron Davis,58,"CLE, LAC",0.417,0.771,1.397,13.103,2.69,6.741,1.345,0.483,2.517
1885,Lamar Odom,82,LAL,0.53,0.675,0.829,14.39,8.659,3.037,0.573,0.744,1.695
1888,Richard Hamilton,55,DET,0.429,0.849,1.0,14.127,2.291,3.109,0.709,0.073,1.6
1889,Andre Miller,81,POR,0.46,0.853,0.049,12.704,3.728,6.988,1.407,0.148,2.432
1890,Shawn Marion,80,DAL,0.52,0.768,0.062,12.488,6.888,1.375,0.85,0.625,1.625
1891,Jason Terry,82,DAL,0.451,0.85,1.549,15.768,1.866,4.073,1.134,0.159,2.037
1894,Corey Maggette,67,MIL,0.453,0.834,0.418,12.015,3.597,1.254,0.313,0.075,1.896
1897,Metta World Peace,82,LAL,0.397,0.676,1.012,8.5,3.256,2.134,1.512,0.439,1.098
1899,James Posey,49,IND,0.336,0.733,1.367,4.898,3.0,0.694,0.49,0.122,0.49
1902,Jeff Foster,56,IND,0.479,0.562,0.0,3.339,6.25,0.821,0.429,0.554,0.464
1905,Andrei Kirilenko,64,UTA,0.467,0.77,0.562,11.719,5.109,3.0,1.266,1.156,1.828
1922,Francisco Elson,62,UTA,0.478,0.839,0.0,2.161,1.855,0.532,0.339,0.226,0.516
1938,Manu Ginobili,80,SAS,0.433,0.871,1.925,17.412,3.688,4.912,1.538,0.35,2.175
1952,Raja Bell,68,UTA,0.409,0.892,1.0,7.956,2.588,1.735,0.824,0.206,0.926
2030,Kenyon Martin,48,DEN,0.511,0.583,0.042,8.625,6.188,2.271,0.896,0.729,1.229
2034,Mike Miller,41,MIA,0.401,0.676,1.049,5.561,4.488,1.244,0.488,0.049,1.0
2037,Jamal Crawford,76,ATL,0.421,0.854,1.566,14.171,1.711,3.171,0.75,0.184,1.908
2038,Joel Przybilla,36,"CHA, POR",0.568,0.519,0.0,1.778,4.028,0.361,0.139,0.417,0.806
2039,Keyon Dooling,80,MIL,0.397,0.83,1.012,7.138,1.462,3.038,0.675,0.05,1.138
2041,Etan Thomas,13,ATL,0.476,0.8,0.0,2.462,1.769,0.154,0.077,0.308,0.385
2045,Hedo Turkoglu,81,"ORL, PHX",0.446,0.679,1.568,10.827,4.395,4.235,0.889,0.42,1.63
2047,Quentin Richardson,57,ORL,0.341,0.75,0.737,4.368,3.123,0.667,0.439,0.088,0.579
2048,Jamaal Magloire,18,MIA,0.591,0.5,0.0,1.944,3.389,0.167,0.222,0.111,0.278
2050,Morris Peterson,4,OKC,0.4,0.0,0.0,1.0,0.75,0.25,0.0,0.0,0.0
2052,DeShawn Stevenson,72,DAL,0.388,0.767,1.306,5.319,1.472,1.069,0.292,0.069,0.611
2059,Eduardo Najera,31,CHA,0.361,0.545,0.355,2.226,1.419,0.645,0.355,0.194,0.419
2067,Eddie House,56,MIA,0.399,0.95,1.214,6.464,1.643,1.107,0.571,0.054,0.518
2072,Michael Redd,10,MIL,0.4,1.0,0.4,4.4,0.8,1.2,0.2,0.1,0.4
2073,Brian Cardinal,56,DAL,0.43,0.944,0.75,2.589,1.054,0.714,0.429,0.125,0.304
2124,Malik Allen,18,ORL,0.355,0.5,0.0,1.278,1.778,0.222,0.056,0.222,0.167
2137,Ime Udoka,20,SAS,0.238,0.5,0.0,0.7,0.95,0.65,0.4,0.05,0.25
2198,Kwame Brown,66,CHA,0.517,0.589,0.0,7.939,6.818,0.652,0.394,0.591,1.045
2199,Tyson Chandler,74,DAL,0.654,0.732,0.0,10.108,9.351,0.432,0.486,1.081,1.189
2200,Pau Gasol,82,LAL,0.529,0.823,0.012,18.793,10.195,3.329,0.585,1.585,1.732
2202,Jason Richardson,80,"ORL, PHX",0.447,0.73,2.362,15.612,4.138,1.838,1.162,0.162,1.188
2203,Shane Battier,82,"HOU, MEM",0.45,0.688,1.244,7.61,4.549,2.256,0.841,0.988,0.963
2205,DeSagana Diop,16,CHA,0.333,0.364,0.0,1.25,2.5,0.438,0.25,0.938,0.688
2207,Joe Johnson,72,ATL,0.443,0.802,1.236,18.222,4.042,4.694,0.653,0.097,2.028
2209,Vladimir Radmanovic,74,GSW,0.431,0.882,0.946,5.054,2.865,1.068,0.595,0.595,0.77
2210,Richard Jefferson,81,SAS,0.474,0.759,1.667,11.0,3.827,1.321,0.469,0.42,1.148
2211,Troy Murphy,35,"NJN, BOS",0.368,0.667,0.143,3.114,3.229,0.657,0.429,0.086,0.571
2215,Jason Collins,48,ATL,0.479,0.659,0.021,2.0,2.125,0.458,0.188,0.188,0.542
2216,Zach Randolph,75,MEM,0.503,0.758,0.107,20.053,12.187,2.173,0.84,0.333,2.013
2217,Brendan Haywood,72,DAL,0.574,0.362,0.0,4.444,5.222,0.264,0.222,1.028,0.708
2222,Gerald Wallace,71,"CHA, POR",0.454,0.746,0.873,15.676,8.014,2.437,1.479,0.887,2.141
2223,Samuel Dalembert,80,SAC,0.473,0.73,0.0,8.05,8.212,0.838,0.45,1.45,1.65
2225,Tony Parker,78,SAS,0.519,0.769,0.321,17.538,3.051,6.577,1.154,0.038,2.564
2230,Maurice Evans,73,"ATL, WAS",0.417,0.897,0.753,6.315,2.137,0.616,0.466,0.192,0.452
2240,Gilbert Arenas,70,"ORL, WAS",0.366,0.784,1.386,10.786,2.7,3.914,1.057,0.3,2.529
2243,Brian Scalabrine,18,CHI,0.526,0.0,0.0,1.111,0.444,0.333,0.167,0.222,0.278
2246,Mehmet Okur,13,UTA,0.355,0.75,0.385,4.923,2.308,1.462,0.308,0.308,0.538
2248,Earl Watson,80,UTA,0.41,0.671,0.45,4.288,2.275,3.475,0.762,0.212,1.45
2250,Bobby Simmons,2,SAS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2260,Jarron Collins,28,"LAC, POR",0.286,0.7,0.0,0.679,0.857,0.071,0.143,0.036,0.25
2294,Charlie Bell,19,GSW,0.279,0.5,0.316,1.684,0.947,0.684,0.316,0.053,0.316
2306,Carlos Arroyo,64,"BOS, MIA",0.44,0.83,0.484,4.844,1.609,1.953,0.328,0.016,0.938
2365,Chris Andersen,45,DEN,0.599,0.637,0.0,5.556,4.867,0.444,0.511,1.289,0.556
2397,Ming Yao,5,HOU,0.486,0.938,0.0,10.2,5.4,0.8,0.0,1.6,1.4
2399,Mike Dunleavy,61,IND,0.462,0.8,1.672,11.18,4.525,1.721,0.656,0.492,1.131
2400,Drew Gooden,35,MIL,0.431,0.794,0.086,11.314,6.8,1.343,0.6,0.514,1.314
2403,Nene Hilario,75,DEN,0.615,0.711,0.013,14.547,7.613,1.987,1.12,0.973,1.787
2404,Chris Wilcox,57,DET,0.581,0.562,0.0,7.439,4.754,0.754,0.509,0.298,0.754
2405,Amar'e Stoudemire,78,NYK,0.502,0.792,0.128,25.269,8.154,2.59,0.91,1.923,3.205
2406,Caron Butler,29,DAL,0.45,0.773,0.966,15.034,4.069,1.586,0.966,0.276,1.69
2407,Jared Jeffries,42,"HOU, NYK",0.349,0.414,0.048,1.762,2.762,0.857,0.738,0.405,0.5
2408,Melvin Ely,30,DEN,0.549,0.619,0.0,2.3,2.467,0.467,0.133,0.367,0.467
2419,Tayshaun Prince,78,DET,0.473,0.702,0.436,14.077,4.218,2.756,0.385,0.526,1.051
2420,Nenad Krstic,71,"BOS, OKC",0.511,0.774,0.0,8.099,4.718,0.38,0.366,0.352,0.789
2422,John Salmons,73,MIL,0.415,0.812,1.137,14.027,3.644,3.452,0.986,0.384,1.877
2427,Roger Mason Jr.,26,NYK,0.338,0.7,0.615,2.885,1.654,0.769,0.231,0.077,0.231
2429,Dan Gadzuric,42,"NJN, GSW",0.419,0.37,0.0,2.81,3.214,0.333,0.31,0.69,0.69
2430,Carlos Boozer,59,CHI,0.51,0.701,0.0,17.508,9.576,2.458,0.763,0.305,2.525
2431,David Andersen,40,"NOH, TOR",0.463,0.636,0.2,3.35,2.1,0.325,0.125,0.225,0.55
2440,Matt Barnes,53,LAL,0.47,0.779,0.642,6.717,4.302,1.34,0.736,0.415,1.094
2443,Darius Songaila,10,PHI,0.467,0.5,0.0,1.6,1.0,0.2,0.0,0.0,0.4
2446,Rasual Butler,47,"CHI, LAC",0.333,0.667,0.979,4.723,1.638,0.574,0.17,0.319,0.511
2449,Luis Scola,74,HOU,0.504,0.738,0.0,18.27,8.189,2.5,0.649,0.595,1.986
2501,Reggie Evans,30,TOR,0.408,0.545,0.0,4.4,11.5,1.267,0.967,0.2,1.3
2544,LeBron James,79,MIA,0.51,0.759,1.165,26.722,7.468,7.013,1.57,0.633,3.595
2545,Darko Milicic,69,MIN,0.469,0.557,0.0,8.783,5.217,1.507,0.783,2.029,2.188
2546,Carmelo Anthony,77,"DEN, NYK",0.455,0.838,1.234,25.584,7.312,2.87,0.883,0.597,2.675
2547,Chris Bosh,77,MIA,0.496,0.815,0.078,18.675,8.325,1.87,0.766,0.636,1.792
2548,Dwyane Wade,76,MIA,0.5,0.758,0.829,25.539,6.382,4.553,1.461,1.145,3.118
2549,Chris Kaman,32,LAC,0.471,0.754,0.0,12.406,7.031,1.438,0.5,1.5,1.812
2550,Kirk Hinrich,72,"ATL, WAS",0.446,0.841,1.042,10.236,2.528,4.0,1.042,0.236,1.681
2551,T.J. Ford,41,IND,0.386,0.729,0.146,5.439,1.976,3.439,0.854,0.195,1.537
2554,Mickael Pietrus,57,"ORL, PHX",0.392,0.684,1.491,7.193,2.211,0.579,0.509,0.368,0.684
2555,Nick Collison,71,OKC,0.566,0.753,0.0,4.634,4.451,0.972,0.592,0.437,0.775
2556,Marcus Banks,3,TOR,0.0,0.75,0.0,2.0,0.333,1.0,0.333,0.0,0.667
2557,Luke Ridnour,71,MIN,0.468,0.883,1.141,11.831,2.803,5.408,1.254,0.141,2.225
2561,David West,70,NOH,0.508,0.807,0.029,18.886,7.557,2.343,0.957,0.886,2.029
2562,Sasha Pavlovic,31,"BOS, DAL, NOH",0.403,0.6,0.387,2.452,1.032,0.516,0.323,0.226,0.387
2563,Dahntay Jones,45,IND,0.467,0.767,0.311,6.289,1.444,0.733,0.444,0.156,0.689
2564,Boris Diaw,82,CHA,0.492,0.683,0.951,11.268,5.049,4.11,0.902,0.561,2.024
2566,Travis Outlaw,82,NJN,0.375,0.772,0.927,9.22,3.963,1.024,0.415,0.439,0.866
2567,Brian Cook,40,LAC,0.424,0.625,0.85,4.825,2.4,0.375,0.3,0.275,0.625
2568,Carlos Delfino,49,MIL,0.39,0.8,2.143,11.531,4.082,2.286,1.551,0.163,1.163
2570,Kendrick Perkins,29,"BOS, OKC",0.515,0.556,0.0,6.0,8.0,0.897,0.31,0.897,1.931
2571,Leandro Barbosa,58,TOR,0.45,0.796,1.241,13.259,1.707,2.052,0.862,0.103,1.448
2572,Josh Howard,18,WAS,0.358,0.617,0.389,8.444,4.111,1.333,0.722,0.278,1.111
2574,Jason Kapono,24,PHI,0.25,0.5,0.042,0.667,0.458,0.167,0.083,0.042,0.083
2575,Luke Walton,54,LAL,0.328,0.7,0.148,1.685,1.241,1.148,0.167,0.074,0.574
2581,Steve Blake,79,LAL,0.359,0.867,0.924,4.038,1.975,2.152,0.506,0.038,0.924
2584,Willie Green,77,NOH,0.443,0.78,0.701,8.727,2.091,0.961,0.468,0.169,0.87
2585,Zaza Pachulia,79,ATL,0.461,0.754,0.0,4.418,4.215,0.734,0.43,0.278,0.873
2586,Keith Bogans,82,CHI,0.404,0.656,1.098,4.378,1.805,1.232,0.463,0.11,0.5
2588,Matt Bonner,66,SAS,0.464,0.744,1.591,7.288,3.621,0.909,0.394,0.318,0.409
2590,Mo Williams,58,"CLE, LAC",0.399,0.853,1.362,14.0,2.638,6.552,0.914,0.172,2.948
2592,James Jones,81,MIA,0.422,0.833,1.519,5.864,1.975,0.531,0.358,0.235,0.259
2594,Kyle Korver,82,CHI,0.434,0.885,1.463,8.305,1.829,1.512,0.427,0.244,0.732
2605,Marquis Daniels,49,BOS,0.491,0.684,0.082,5.531,2.306,1.306,0.796,0.449,0.776
2617,Udonis Haslem,13,MIA,0.512,0.8,0.0,8.0,8.154,0.462,0.538,0.231,1.077
2624,Quinton Ross,36,NJN,0.441,0.357,0.0,1.583,0.833,0.278,0.083,0.167,0.194
2648,Ronald Dupree,3,TOR,0.25,0.0,0.0,0.667,1.0,0.333,0.0,0.0,0.0
2679,Matt Carroll,54,CHA,0.447,0.769,0.315,4.352,1.259,0.426,0.315,0.111,0.426
2694,Josh Powell,54,ATL,0.452,0.8,0.0,4.148,2.5,0.407,0.093,0.093,0.981
2730,Dwight Howard,78,ORL,0.593,0.596,0.0,22.872,14.077,1.372,1.372,2.385,3.577
2731,Emeka Okafor,72,NOH,0.573,0.562,0.0,10.347,9.5,0.583,0.556,1.764,1.653
2732,Ben Gordon,82,DET,0.44,0.85,1.305,11.232,2.378,2.085,0.585,0.195,1.72
2733,Shaun Livingston,73,CHA,0.466,0.864,0.014,6.562,2.041,2.247,0.644,0.397,1.205
2734,Devin Harris,71,"NJN, UTA",0.422,0.833,0.817,15.197,2.38,7.085,0.986,0.099,2.915
2735,Josh Childress,54,PHX,0.565,0.492,0.019,5.037,2.87,0.778,0.611,0.426,0.815
2736,Luol Deng,82,CHI,0.46,0.753,1.402,17.439,5.805,2.805,0.951,0.585,1.902
2738,Andre Iguodala,67,PHI,0.445,0.693,0.91,14.104,5.776,6.299,1.507,0.567,2.06
2740,Andris Biedrins,59,GSW,0.534,0.323,0.0,4.983,7.22,1.017,0.881,0.881,0.966
2742,Sebastian Telfair,37,MIN,0.402,0.733,0.757,7.189,1.459,3.0,0.676,0.081,1.73
2743,Kris Humphries,74,NJN,0.527,0.665,0.0,10.014,10.419,1.135,0.446,1.081,1.392
2744,Al Jefferson,82,UTA,0.496,0.761,0.0,18.634,9.683,1.817,0.561,1.866,1.28
2746,Josh Smith,77,ATL,0.477,0.725,0.662,16.545,8.532,3.312,1.286,1.558,2.558
2747,JR Smith,79,DEN,0.435,0.738,1.57,12.266,4.076,2.215,1.165,0.203,1.266
2748,Dorell Wright,82,GSW,0.423,0.789,2.366,16.39,5.256,2.951,1.512,0.768,1.622
2749,Jameer Nelson,76,ORL,0.446,0.802,1.566,13.118,2.974,6.0,0.987,0.039,2.553
2753,Delonte West,24,BOS,0.458,0.867,0.5,5.625,1.542,2.667,0.833,0.417,1.25
2754,Tony Allen,72,MEM,0.51,0.753,0.056,8.931,2.681,1.444,1.792,0.611,1.194
2755,Kevin Martin,80,HOU,0.436,0.888,2.2,23.45,3.225,2.475,1.0,0.188,2.3
2756,Sasha Vujacic,67,"NJN, LAL",0.402,0.844,1.448,9.791,2.776,1.97,0.806,0.075,0.985
2757,Beno Udrih,79,SAC,0.5,0.864,0.823,13.747,3.354,4.886,1.19,0.114,1.785
2760,Anderson Varejao,31,CLE,0.528,0.667,0.0,9.097,9.71,1.452,0.871,1.226,1.29
2767,Royal Ivey,25,OKC,0.421,1.0,0.28,1.64,0.64,0.28,0.24,0.04,0.2
2768,Chris Duhon,51,ORL,0.38,0.56,0.255,2.451,1.02,2.314,0.314,0.039,1.196
2772,Trevor Ariza,75,NOH,0.398,0.701,1.093,11.013,5.44,2.16,1.6,0.413,1.573
2788,DJ Mbenga,41,NOH,0.469,0.722,0.0,1.439,2.098,0.146,0.146,0.659,0.512
2804,Andres Nocioni,54,PHI,0.426,0.803,0.778,6.056,3.13,0.833,0.259,0.278,0.87
2853,Earl Barron,21,"MIL, PHX, POR",0.323,0.625,0.0,3.762,3.619,0.524,0.381,0.286,0.762
2863,Damien Wilkins,52,ATL,0.504,0.714,0.038,3.462,1.731,0.788,0.519,0.173,0.404
101106,Andrew Bogut,65,MIL,0.495,0.442,0.0,12.769,11.077,2.015,0.723,2.585,1.923
101107,Marvin Williams,65,ATL,0.458,0.845,0.569,10.4,4.815,1.354,0.523,0.354,0.954
101108,Chris Paul,80,NOH,0.463,0.878,0.888,15.85,4.088,9.775,2.35,0.062,2.212
101109,Raymond Felton,75,"DEN, NYK",0.425,0.805,1.547,15.52,3.587,8.333,1.667,0.147,2.947
101110,Martell Webster,46,MIN,0.447,0.77,1.196,9.848,3.196,1.152,0.609,0.196,1.261
101111,Charlie Villanueva,76,DET,0.442,0.767,1.645,11.053,3.882,0.632,0.553,0.553,0.868
101112,Channing Frye,77,PHX,0.432,0.832,2.221,12.675,6.662,1.247,0.597,1.026,0.948
101113,Ike Diogu,36,LAC,0.561,0.661,0.0,5.75,3.194,0.056,0.083,0.083,0.611
101114,Deron Williams,65,"NJN, UTA",0.439,0.845,1.615,20.138,4.0,10.262,1.215,0.231,3.538
101115,Andrew Bynum,54,LAL,0.574,0.66,0.0,11.333,9.407,1.352,0.352,1.963,1.37
101120,Antoine Wright,7,SAC,0.125,0.0,0.0,0.286,0.429,0.0,0.143,0.0,0.143
101121,Joey Graham,39,CLE,0.458,0.806,0.231,5.179,2.154,0.462,0.154,0.179,0.718
101122,Danny Granger,79,IND,0.425,0.848,1.987,20.532,5.38,2.57,1.127,0.785,2.608
101124,Hakim Warrick,80,PHX,0.511,0.721,0.012,8.362,3.7,0.862,0.4,0.112,0.988
101126,Nate Robinson,59,"BOS, OKC",0.399,0.818,1.102,6.797,1.525,1.881,0.492,0.068,1.153
101127,Jarrett Jack,83,"NOH, TOR",0.408,0.85,0.398,8.855,2.084,2.916,0.651,0.072,1.325
101128,Francisco Garcia,58,SAC,0.436,0.855,1.397,9.655,2.293,1.224,0.879,0.845,0.776
101129,Luther Head,36,SAC,0.415,0.78,0.694,5.556,1.667,1.944,0.278,0.25,0.889
101130,Johan Petro,77,NJN,0.445,0.536,0.0,3.545,2.753,0.571,0.442,0.442,0.597
101131,Jason Maxiell,57,DET,0.492,0.515,0.0,4.158,3.035,0.298,0.421,0.368,0.772
101132,Linas Kleiza,39,TOR,0.438,0.631,1.0,11.179,4.538,1.026,0.487,0.179,1.667
101133,Ian Mahinmi,56,DAL,0.561,0.768,0.0,3.089,2.143,0.143,0.25,0.268,0.446
101135,David Lee,73,GSW,0.507,0.787,0.014,16.479,9.781,3.192,1.014,0.425,2.329
101138,Brandon Bass,76,ORL,0.515,0.815,0.0,11.237,5.579,0.75,0.355,0.684,1.276
101139,CJ Miles,78,UTA,0.407,0.811,1.397,12.821,3.269,1.731,0.949,0.487,1.192
101141,Ersan Ilyasova,60,MIL,0.436,0.894,0.6,9.517,6.083,0.933,0.85,0.4,1.05
101142,Ronny Turiaf,64,NYK,0.632,0.622,0.0,4.172,3.234,1.438,0.547,1.141,0.641
101144,Von Wafer,58,BOS,0.421,0.842,0.31,3.172,0.845,0.603,0.31,0.086,0.345
101145,Monta Ellis,80,GSW,0.451,0.789,1.712,24.112,3.512,5.625,2.1,0.288,3.15
101150,Lou Williams,75,PHI,0.406,0.823,1.173,13.693,1.987,3.36,0.627,0.227,1.36
101154,Andray Blatche,64,WAS,0.445,0.777,0.062,16.812,8.219,2.25,1.531,0.797,2.688
101155,Ryan Gomes,76,LAC,0.41,0.718,0.947,7.197,3.342,1.553,0.816,0.158,0.724
101158,Orien Greene,3,NJN,0.5,0.5,0.0,1.0,0.0,0.333,0.333,0.0,0.0
101161,Amir Johnson,72,TOR,0.568,0.788,0.0,9.556,6.403,1.125,0.736,1.222,0.958
101162,Marcin Gortat,80,"ORL, PHX",0.561,0.725,0.012,10.212,7.888,0.875,0.45,1.138,1.012
101177,Fabricio Oberto,5,POR,0.6,0.5,0.0,1.4,1.4,0.0,0.0,0.0,0.6
101179,Ronnie Price,59,UTA,0.352,0.744,0.339,3.339,1.034,0.949,0.712,0.085,0.932
101181,Jose Calderon,68,TOR,0.44,0.854,0.838,9.838,2.971,8.897,1.191,0.103,2.176
101198,Will Bynum,61,DET,0.448,0.836,0.262,7.902,1.213,3.197,0.852,0.066,1.361
101211,Stephen Graham,59,NJN,0.405,0.816,0.085,3.356,2.085,0.678,0.237,0.017,0.644
101214,Jawad Williams,26,CLE,0.325,0.75,0.5,4.0,1.846,0.846,0.346,0.115,0.615
101236,Chuck Hayes,74,HOU,0.527,0.662,0.0,7.865,8.095,2.73,1.068,0.662,1.162
101249,John Lucas III,2,CHI,0.333,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
200081,Jamario Moon,59,"CLE, LAC",0.407,0.882,0.644,4.322,2.797,0.881,0.475,0.559,0.373
200745,Andrea Bargnani,66,TOR,0.448,0.82,1.167,21.424,5.197,1.803,0.515,0.697,2.303
200746,LaMarcus Aldridge,81,POR,0.5,0.791,0.049,21.84,8.753,2.099,1.012,1.16,1.889
200748,Tyrus Thomas,41,CHA,0.471,0.787,0.0,10.22,5.463,0.707,0.732,1.61,1.585
200749,Shelden Williams,59,"DEN, NYK",0.468,0.773,0.0,4.475,4.627,0.542,0.39,0.441,0.729
200750,Brandon Roy,47,POR,0.4,0.848,0.809,12.191,2.574,2.745,0.787,0.255,1.17
200751,Randy Foye,63,LAC,0.388,0.893,1.127,9.778,1.635,2.698,0.746,0.333,1.508
200752,Rudy Gay,54,MEM,0.471,0.805,1.056,19.796,6.222,2.833,1.685,1.074,2.5
200755,JJ Redick,59,ORL,0.441,0.875,1.475,10.051,1.915,1.729,0.492,0.051,0.898
200756,Hilton Armstrong,53,"ATL, WAS",0.487,0.485,0.038,1.736,2.472,0.264,0.34,0.396,0.528
200757,Thabo Sefolosha,79,OKC,0.471,0.747,0.354,5.076,4.38,1.405,1.228,0.481,0.696
200758,Ronnie Brewer,81,CHI,0.48,0.654,0.074,6.21,3.235,1.728,1.309,0.272,0.679
200760,Rodney Carney,27,"GSW, MEM",0.418,0.667,0.63,4.704,1.778,0.407,0.444,0.185,0.593
200761,Shawne Williams,64,NYK,0.426,0.837,1.328,7.094,3.734,0.734,0.609,0.797,0.719
200764,Renaldo Balkman,8,"DEN, NYK",0.462,0.75,0.125,2.0,0.875,0.25,0.5,0.25,0.125
200765,Rajon Rondo,68,BOS,0.475,0.568,0.147,10.603,4.368,11.176,2.25,0.162,3.441
200768,Kyle Lowry,75,HOU,0.426,0.765,1.72,13.48,4.12,6.667,1.36,0.307,2.107
200769,Shannon Brown,82,LAL,0.425,0.911,0.902,8.683,1.915,1.171,0.817,0.195,0.915
200770,Jordan Farmar,73,NJN,0.392,0.82,1.493,9.603,2.37,5.041,0.849,0.082,1.904
200772,Maurice Ager,4,MIN,0.545,0.0,0.75,3.75,0.5,0.25,0.25,0.0,1.0
200779,Steve Novak,30,"DAL, SAS",0.522,1.0,0.867,3.467,0.933,0.1,0.033,0.167,0.133
200780,Solomon Jones,39,IND,0.405,0.661,0.0,3.564,2.897,0.769,0.308,0.564,0.897
200783,Craig Smith,48,LAC,0.553,0.735,0.0,5.375,2.438,0.646,0.333,0.146,0.688
200789,Daniel Gibson,67,CLE,0.4,0.822,1.761,11.642,2.642,3.0,0.716,0.313,1.194
200794,Paul Millsap,76,UTA,0.531,0.757,0.118,17.303,7.618,2.461,1.355,0.908,1.908
