season_year,personId,personName,games_played,minutes,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,points,position,teamTricode,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,threepointers_per_game,field_goal_percentage,three_point_percentage,free_throw_percentage
2013-14,1713,Vince Carter,81,0.0,330,811,146,371,161,196,67,217,284,212,61,35,108,967,,DAL,0.0,11.938271604938272,3.506172839506173,2.617283950617284,0.7530864197530864,0.43209876543209874,1.3333333333333333,1.8024691358024691,0.406905055487053,0.3935309973045822,0.8214285714285714
2013-14,1717,Dirk Nowitzki,80,0.0,633,1273,131,329,338,376,40,458,498,216,73,45,117,1735,F,DAL,0.0,21.6875,6.225,2.7,0.9125,0.5625,1.4625,1.6375,0.49725058915946585,0.3981762917933131,0.898936170212766
2013-14,1718,Paul Pierce,75,0.0,321,712,112,300,256,310,26,322,348,178,86,31,153,1010,F,BKN,0.0,13.466666666666667,4.64,2.3733333333333335,1.1466666666666667,0.41333333333333333,2.04,1.4933333333333334,0.4508426966292135,0.37333333333333335,0.8258064516129032
2013-14,1733,Al Harrington,34,0.0,82,207,34,100,27,35,15,65,80,28,14,0,34,225,,WAS,0.0,6.617647058823529,2.3529411764705883,0.8235294117647058,0.4117647058823529,0.0,1.0,1.0,0.3961352657004831,0.34,0.7714285714285715
2013-14,1737,Nazr Mohammed,80,0.0,54,126,0,0,16,30,66,109,175,20,14,30,37,124,C,CHI,0.0,1.55,2.1875,0.25,0.175,0.375,0.4625,0.0,0.42857142857142855,0.0,0.5333333333333333
2013-14,1740,Rashard Lewis,60,0.0,98,236,46,134,26,33,24,86,110,57,53,8,35,268,F,MIA,0.0,4.466666666666667,1.8333333333333333,0.95,0.8833333333333333,0.13333333333333333,0.5833333333333334,0.7666666666666667,0.4152542372881356,0.34328358208955223,0.7878787878787878
2013-14,1882,Elton Brand,73,0.0,179,332,0,2,61,94,97,264,361,74,40,88,60,419,C,ATL,0.0,5.739726027397261,4.945205479452055,1.0136986301369864,0.547945205479452,1.2054794520547945,0.821917808219178,0.0,0.5391566265060241,0.0,0.648936170212766
2013-14,1889,Andre Miller,58,0.0,106,231,11,21,60,77,28,102,130,197,34,9,61,283,G,"DEN, WAS",0.0,4.879310344827586,2.2413793103448274,3.396551724137931,0.5862068965517241,0.15517241379310345,1.0517241379310345,0.1896551724137931,0.4588744588744589,0.5238095238095238,0.7792207792207793
2013-14,1890,Shawn Marion,76,0.0,341,708,58,162,51,65,132,365,497,124,90,37,95,791,F,DAL,0.0,10.407894736842104,6.5394736842105265,1.631578947368421,1.1842105263157894,0.4868421052631579,1.25,0.7631578947368421,0.481638418079096,0.35802469135802467,0.7846153846153846
2013-14,1891,Jason Terry,35,0.0,55,152,39,103,10,15,4,33,37,56,13,0,27,159,,BKN,0.0,4.542857142857143,1.0571428571428572,1.6,0.37142857142857144,0.0,0.7714285714285715,1.1142857142857143,0.3618421052631579,0.3786407766990291,0.6666666666666666
2013-14,1897,Metta World Peace,29,0.0,56,141,17,54,10,16,18,41,59,17,24,8,19,139,F,NYK,0.0,4.793103448275862,2.0344827586206895,0.5862068965517241,0.8275862068965517,0.27586206896551724,0.6551724137931034,0.5862068965517241,0.3971631205673759,0.3148148148148148,0.625
2013-14,1905,Andrei Kirilenko,45,0.0,82,160,1,5,61,119,55,91,146,72,40,19,54,226,F,BKN,0.0,5.022222222222222,3.2444444444444445,1.6,0.8888888888888888,0.4222222222222222,1.2,0.022222222222222223,0.5125,0.2,0.5126050420168067
2013-14,1938,Manu Ginobili,68,0.0,294,627,90,258,160,188,30,172,202,293,70,17,139,838,G,SAS,0.0,12.323529411764707,2.9705882352941178,4.3088235294117645,1.0294117647058822,0.25,2.0441176470588234,1.3235294117647058,0.4688995215311005,0.3488372093023256,0.851063829787234
2013-14,2030,Kenyon Martin,32,0.0,63,123,0,1,11,19,36,98,134,50,25,27,26,137,F,NYK,0.0,4.28125,4.1875,1.5625,0.78125,0.84375,0.8125,0.0,0.5121951219512195,0.0,0.5789473684210527
2013-14,2034,Mike Miller,82,0.0,213,443,107,233,46,56,30,177,207,130,26,5,77,579,G,MEM,0.0,7.060975609756097,2.524390243902439,1.5853658536585367,0.3170731707317073,0.06097560975609756,0.9390243902439024,1.3048780487804879,0.48081264108352145,0.4592274678111588,0.8214285714285714
2013-14,2037,Jamal Crawford,69,0.0,421,1011,161,446,279,322,34,124,158,223,59,12,135,1282,G,LAC,0.0,18.579710144927535,2.289855072463768,3.2318840579710146,0.855072463768116,0.17391304347826086,1.9565217391304348,2.3333333333333335,0.41641938674579626,0.3609865470852018,0.8664596273291926
2013-14,2045,Hedo Turkoglu,38,0.0,42,109,22,50,9,18,11,78,89,33,19,10,16,115,,LAC,0.0,3.026315789473684,2.3421052631578947,0.868421052631579,0.5,0.2631578947368421,0.42105263157894735,0.5789473684210527,0.3853211009174312,0.44,0.5
2013-14,2199,Tyson Chandler,55,0.0,191,322,0,1,98,155,159,370,529,59,36,63,71,480,C,NYK,0.0,8.727272727272727,9.618181818181819,1.0727272727272728,0.6545454545454545,1.1454545454545455,1.290909090909091,0.0,0.593167701863354,0.0,0.632258064516129
2013-14,2200,Pau Gasol,60,0.0,425,885,4,14,187,254,124,456,580,201,27,92,141,1041,F,LAL,0.0,17.35,9.666666666666666,3.35,0.45,1.5333333333333334,2.35,0.06666666666666667,0.480225988700565,0.2857142857142857,0.7362204724409449
2013-14,2203,Shane Battier,73,0.0,105,275,73,210,15,23,34,104,138,63,50,39,21,298,F,MIA,0.0,4.082191780821918,1.8904109589041096,0.863013698630137,0.684931506849315,0.5342465753424658,0.2876712328767123,1.0,0.38181818181818183,0.3476190476190476,0.6521739130434783
2013-14,2207,Joe Johnson,79,0.0,462,1018,162,404,159,195,48,222,270,216,47,10,120,1245,F,BKN,0.0,15.759493670886076,3.4177215189873418,2.7341772151898733,0.5949367088607594,0.12658227848101267,1.518987341772152,2.050632911392405,0.4538310412573674,0.400990099009901,0.8153846153846154
2013-14,2210,Richard Jefferson,82,0.0,294,654,123,301,120,162,18,201,219,130,56,14,94,831,F,UTA,0.0,10.134146341463415,2.6707317073170733,1.5853658536585367,0.6829268292682927,0.17073170731707318,1.146341463414634,1.5,0.44954128440366975,0.40863787375415284,0.7407407407407407
2013-14,2215,Jason Collins,22,0.0,11,24,0,3,3,4,7,12,19,4,8,1,7,25,C,BKN,0.0,1.1363636363636365,0.8636363636363636,0.18181818181818182,0.36363636363636365,0.045454545454545456,0.3181818181818182,0.0,0.4583333333333333,0.0,0.75
2013-14,2216,Zach Randolph,79,0.0,560,1198,2,20,250,337,265,530,795,200,54,23,183,1372,F,MEM,0.0,17.367088607594937,10.063291139240507,2.5316455696202533,0.6835443037974683,0.2911392405063291,2.3164556962025316,0.02531645569620253,0.4674457429048414,0.1,0.7418397626112759
2013-14,2222,Gerald Wallace,58,0.0,116,230,19,64,47,101,36,176,212,143,73,14,97,298,F,BOS,0.0,5.137931034482759,3.6551724137931036,2.4655172413793105,1.2586206896551724,0.2413793103448276,1.6724137931034482,0.3275862068965517,0.5043478260869565,0.296875,0.46534653465346537
2013-14,2223,Samuel Dalembert,80,0.0,214,377,0,1,101,137,200,341,541,38,41,94,90,529,C,DAL,0.0,6.6125,6.7625,0.475,0.5125,1.175,1.125,0.0,0.5676392572944297,0.0,0.7372262773722628
2013-14,2224,Jamaal Tinsley,8,0.0,4,20,1,15,0,0,2,9,11,23,2,0,9,9,G,UTA,0.0,1.125,1.375,2.875,0.25,0.0,1.125,0.125,0.2,0.06666666666666667,0.0
2013-14,2225,Tony Parker,68,0.0,456,914,25,67,197,243,17,138,155,388,36,9,151,1134,G,SAS,0.0,16.676470588235293,2.2794117647058822,5.705882352941177,0.5294117647058824,0.1323529411764706,2.2205882352941178,0.36764705882352944,0.4989059080962801,0.373134328358209,0.8106995884773662
2013-14,2229,Mike James,11,0.0,5,21,1,5,0,2,0,7,7,17,2,0,5,11,,CHI,0.0,1.0,0.6363636363636364,1.5454545454545454,0.18181818181818182,0.0,0.45454545454545453,0.09090909090909091,0.23809523809523808,0.2,0.0
2013-14,2248,Earl Watson,24,0.0,3,11,2,7,4,4,5,10,15,28,5,1,17,12,,POR,0.0,0.5,0.625,1.1666666666666667,0.20833333333333334,0.041666666666666664,0.7083333333333334,0.08333333333333333,0.2727272727272727,0.2857142857142857,1.0
2013-14,2365,Chris Andersen,72,0.0,177,275,3,12,120,169,129,250,379,19,32,97,53,477,,MIA,0.0,6.625,5.263888888888889,0.2638888888888889,0.4444444444444444,1.3472222222222223,0.7361111111111112,0.041666666666666664,0.6436363636363637,0.25,0.7100591715976331
2013-14,2399,Mike Dunleavy,82,0.0,333,774,123,324,140,164,46,299,345,186,64,46,108,929,F,CHI,0.0,11.329268292682928,4.2073170731707314,2.268292682926829,0.7804878048780488,0.5609756097560976,1.3170731707317074,1.5,0.43023255813953487,0.37962962962962965,0.8536585365853658
2013-14,2400,Drew Gooden,22,0.0,76,143,7,17,24,27,37,77,114,15,10,7,17,183,,WAS,0.0,8.318181818181818,5.181818181818182,0.6818181818181818,0.45454545454545453,0.3181818181818182,0.7727272727272727,0.3181818181818182,0.5314685314685315,0.4117647058823529,0.8888888888888888
2013-14,2403,Nene Hilario,53,0.0,299,594,1,5,155,266,65,229,294,153,64,47,117,754,F,WAS,0.0,14.226415094339623,5.547169811320755,2.8867924528301887,1.2075471698113207,0.8867924528301887,2.207547169811321,0.018867924528301886,0.5033670033670034,0.2,0.5827067669172933
2013-14,2405,Amar'e Stoudemire,65,0.0,311,558,0,0,150,203,112,208,320,34,23,37,91,772,F,NYK,0.0,11.876923076923077,4.923076923076923,0.5230769230769231,0.35384615384615387,0.5692307692307692,1.4,0.0,0.557347670250896,0.0,0.7389162561576355
2013-14,2406,Caron Butler,56,0.0,213,540,98,249,63,75,21,208,229,82,47,17,60,587,F,"MIL, OKC",0.0,10.482142857142858,4.089285714285714,1.4642857142857142,0.8392857142857143,0.30357142857142855,1.0714285714285714,1.75,0.39444444444444443,0.39357429718875503,0.84
2013-14,2408,Melvin Ely,2,0.0,3,6,0,0,0,0,0,1,1,0,0,1,0,6,,NOP,0.0,3.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2013-14,2419,Tayshaun Prince,76,0.0,200,492,20,69,34,60,32,202,234,119,39,19,41,454,F,MEM,0.0,5.973684210526316,3.0789473684210527,1.5657894736842106,0.5131578947368421,0.25,0.5394736842105263,0.2631578947368421,0.4065040650406504,0.2898550724637681,0.5666666666666667
2013-14,2422,John Salmons,78,0.0,150,413,63,163,40,52,20,143,163,147,47,19,54,403,F,"SAC, TOR",0.0,5.166666666666667,2.08974358974359,1.8846153846153846,0.6025641025641025,0.24358974358974358,0.6923076923076923,0.8076923076923077,0.36319612590799033,0.38650306748466257,0.7692307692307693
2013-14,2427,Roger Mason Jr.,25,0.0,25,67,17,48,7,7,1,21,22,19,6,1,9,74,G,MIA,0.0,2.96,0.88,0.76,0.24,0.04,0.36,0.68,0.373134328358209,0.3541666666666667,1.0
2013-14,2430,Carlos Boozer,76,0.0,447,980,0,2,148,193,137,495,632,118,53,22,154,1042,F,CHI,0.0,13.710526315789474,8.31578947368421,1.5526315789473684,0.6973684210526315,0.2894736842105263,2.026315789473684,0.0,0.4561224489795918,0.0,0.7668393782383419
2013-14,2440,Matt Barnes,63,0.0,231,527,97,283,66,90,60,232,292,125,56,28,85,625,F,LAC,0.0,9.920634920634921,4.634920634920635,1.9841269841269842,0.8888888888888888,0.4444444444444444,1.3492063492063493,1.5396825396825398,0.43833017077798864,0.34275618374558303,0.7333333333333333
2013-14,2446,Rasual Butler,50,0.0,51,110,26,62,8,14,6,35,41,17,7,9,11,136,F,IND,0.0,2.72,0.82,0.34,0.14,0.18,0.22,0.52,0.4636363636363636,0.41935483870967744,0.5714285714285714
2013-14,2449,Luis Scola,82,0.0,263,560,1,7,99,136,86,305,391,81,26,16,108,626,F,IND,0.0,7.634146341463414,4.7682926829268295,0.9878048780487805,0.3170731707317073,0.1951219512195122,1.3170731707317074,0.012195121951219513,0.46964285714285714,0.14285714285714285,0.7279411764705882
2013-14,2457,Jannero Pargo,29,0.0,52,118,24,60,8,11,1,19,20,52,14,1,26,136,,CHA,0.0,4.689655172413793,0.6896551724137931,1.793103448275862,0.4827586206896552,0.034482758620689655,0.896551724137931,0.8275862068965517,0.4406779661016949,0.4,0.7272727272727273
2013-14,2501,Reggie Evans,54,0.0,71,150,0,0,72,130,115,219,334,21,37,3,58,214,C,"BKN, SAC",0.0,3.962962962962963,6.185185185185185,0.3888888888888889,0.6851851851851852,0.05555555555555555,1.0740740740740742,0.0,0.47333333333333333,0.0,0.5538461538461539
2013-14,2544,LeBron James,77,0.0,767,1353,116,306,439,585,81,452,533,488,121,26,270,2089,F,MIA,0.0,27.12987012987013,6.922077922077922,6.337662337662338,1.5714285714285714,0.33766233766233766,3.5064935064935066,1.5064935064935066,0.5668883961566888,0.3790849673202614,0.7504273504273504
2013-14,2546,Carmelo Anthony,77,0.0,743,1643,167,415,459,541,145,477,622,242,95,51,198,2112,F,NYK,0.0,27.428571428571427,8.077922077922079,3.142857142857143,1.2337662337662338,0.6623376623376623,2.5714285714285716,2.168831168831169,0.4522215459525259,0.40240963855421685,0.8484288354898336
2013-14,2547,Chris Bosh,79,0.0,492,953,74,218,223,272,98,424,522,87,80,78,125,1281,C,MIA,0.0,16.21518987341772,6.6075949367088604,1.1012658227848102,1.0126582278481013,0.9873417721518988,1.5822784810126582,0.9367088607594937,0.5162644281217209,0.3394495412844037,0.8198529411764706
2013-14,2548,Dwyane Wade,54,0.0,415,761,9,32,189,258,60,181,241,252,79,29,161,1028,G,MIA,0.0,19.037037037037038,4.462962962962963,4.666666666666667,1.462962962962963,0.5370370370370371,2.9814814814814814,0.16666666666666666,0.545335085413929,0.28125,0.7325581395348837
2013-14,2549,Chris Kaman,39,0.0,176,346,0,3,52,68,54,175,229,58,11,40,74,404,C,LAL,0.0,10.35897435897436,5.871794871794871,1.4871794871794872,0.28205128205128205,1.0256410256410255,1.8974358974358974,0.0,0.5086705202312138,0.0,0.7647058823529411
2013-14,2550,Kirk Hinrich,73,0.0,243,619,85,242,95,125,31,161,192,286,80,26,120,666,G,CHI,0.0,9.123287671232877,2.6301369863013697,3.9178082191780823,1.095890410958904,0.3561643835616438,1.643835616438356,1.1643835616438356,0.3925686591276252,0.3512396694214876,0.76
2013-14,2555,Nick Collison,81,0.0,134,241,4,17,66,93,116,177,293,104,30,28,71,338,,OKC,0.0,4.172839506172839,3.617283950617284,1.2839506172839505,0.37037037037037035,0.345679012345679,0.8765432098765432,0.04938271604938271,0.5560165975103735,0.23529411764705882,0.7096774193548387
2013-14,2557,Luke Ridnour,61,0.0,126,327,37,108,17,26,23,74,97,176,32,8,66,306,G,"CHA, MIL",0.0,5.016393442622951,1.5901639344262295,2.8852459016393444,0.5245901639344263,0.13114754098360656,1.0819672131147542,0.6065573770491803,0.3853211009174312,0.3425925925925926,0.6538461538461539
2013-14,2561,David West,80,0.0,458,939,4,15,198,251,120,422,542,223,61,74,133,1118,F,IND,0.0,13.975,6.775,2.7875,0.7625,0.925,1.6625,0.05,0.48775292864749736,0.26666666666666666,0.7888446215139442
2013-14,2564,Boris Diaw,79,0.0,302,580,45,112,68,92,74,252,326,222,44,32,121,717,C,SAS,0.0,9.075949367088608,4.1265822784810124,2.810126582278481,0.5569620253164557,0.4050632911392405,1.5316455696202531,0.569620253164557,0.5206896551724138,0.4017857142857143,0.7391304347826086
2013-14,2566,Travis Outlaw,63,0.0,130,326,41,117,42,52,36,132,168,48,20,19,26,343,F,SAC,0.0,5.444444444444445,2.6666666666666665,0.7619047619047619,0.31746031746031744,0.30158730158730157,0.4126984126984127,0.6507936507936508,0.3987730061349693,0.3504273504273504,0.8076923076923077
2013-14,2570,Kendrick Perkins,62,0.0,87,193,0,1,37,67,82,223,305,67,26,32,90,211,C,OKC,0.0,3.403225806451613,4.919354838709677,1.0806451612903225,0.41935483870967744,0.5161290322580645,1.4516129032258065,0.0,0.45077720207253885,0.0,0.5522388059701493
2013-14,2571,Leandro Barbosa,20,0.0,56,131,7,25,31,39,5,32,37,32,7,4,19,150,,PHX,0.0,7.5,1.85,1.6,0.35,0.2,0.95,0.35,0.42748091603053434,0.28,0.7948717948717948
2013-14,2581,Steve Blake,55,0.0,133,353,79,210,33,43,13,146,159,307,54,8,102,378,G,"GSW, LAL",0.0,6.872727272727273,2.890909090909091,5.581818181818182,0.9818181818181818,0.14545454545454545,1.8545454545454545,1.4363636363636363,0.37677053824362605,0.3761904761904762,0.7674418604651163
2013-14,2584,Willie Green,55,0.0,102,271,41,121,28,34,12,66,78,50,22,11,34,273,G,LAC,0.0,4.963636363636364,1.4181818181818182,0.9090909090909091,0.4,0.2,0.6181818181818182,0.7454545454545455,0.3763837638376384,0.33884297520661155,0.8235294117647058
2013-14,2585,Zaza Pachulia,53,0.0,149,349,0,1,110,130,141,192,333,136,45,14,92,408,C,MIL,0.0,7.69811320754717,6.283018867924528,2.5660377358490565,0.8490566037735849,0.2641509433962264,1.7358490566037736,0.0,0.4269340974212034,0.0,0.8461538461538461
2013-14,2586,Keith Bogans,6,0.0,3,6,3,6,3,3,0,3,3,3,1,0,1,12,,BOS,0.0,2.0,0.5,0.5,0.16666666666666666,0.0,0.16666666666666666,0.5,0.5,0.5,1.0
2013-14,2588,Matt Bonner,61,0.0,73,164,42,98,9,12,16,114,130,31,15,11,16,197,,SAS,0.0,3.2295081967213113,2.1311475409836067,0.5081967213114754,0.2459016393442623,0.18032786885245902,0.26229508196721313,0.6885245901639344,0.4451219512195122,0.42857142857142855,0.75
2013-14,2590,Mo Williams,74,0.0,280,672,83,225,78,89,42,111,153,321,55,10,149,721,,POR,0.0,9.743243243243244,2.0675675675675675,4.337837837837838,0.7432432432432432,0.13513513513513514,2.0135135135135136,1.1216216216216217,0.4166666666666667,0.3688888888888889,0.8764044943820225
2013-14,2592,James Jones,20,0.0,31,68,28,54,7,11,2,21,23,9,3,4,4,97,G,MIA,0.0,4.85,1.15,0.45,0.15,0.2,0.2,1.4,0.45588235294117646,0.5185185185185185,0.6363636363636364
2013-14,2594,Kyle Korver,71,0.0,289,609,185,392,87,94,22,260,282,208,70,24,102,850,G,ATL,0.0,11.971830985915492,3.971830985915493,2.9295774647887325,0.9859154929577465,0.3380281690140845,1.4366197183098592,2.6056338028169015,0.4745484400656814,0.4719387755102041,0.925531914893617
2013-14,2617,Udonis Haslem,46,0.0,74,146,0,0,25,44,42,133,175,13,11,15,24,173,F,MIA,0.0,3.760869565217391,3.8043478260869565,0.2826086956521739,0.2391304347826087,0.32608695652173914,0.5217391304347826,0.0,0.5068493150684932,0.0,0.5681818181818182
2013-14,2694,Josh Powell,1,0.0,2,6,0,0,0,0,0,5,5,0,0,1,1,4,,HOU,0.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0
2013-14,2730,Dwight Howard,71,0.0,473,800,2,7,349,638,231,635,866,131,60,128,229,1297,C,HOU,0.0,18.267605633802816,12.19718309859155,1.8450704225352113,0.8450704225352113,1.8028169014084507,3.2253521126760565,0.028169014084507043,0.59125,0.2857142857142857,0.5470219435736677
2013-14,2732,Ben Gordon,19,0.0,37,108,8,29,17,21,3,24,27,21,10,2,21,99,,CHA,0.0,5.2105263157894735,1.4210526315789473,1.105263157894737,0.5263157894736842,0.10526315789473684,1.105263157894737,0.42105263157894735,0.3425925925925926,0.27586206896551724,0.8095238095238095
2013-14,2733,Shaun Livingston,76,0.0,235,487,1,6,158,191,67,179,246,245,93,31,105,629,G,BKN,0.0,8.276315789473685,3.236842105263158,3.223684210526316,1.2236842105263157,0.40789473684210525,1.381578947368421,0.013157894736842105,0.48254620123203285,0.16666666666666666,0.8272251308900523
2013-14,2734,Devin Harris,40,0.0,96,254,31,101,92,115,8,77,85,178,28,2,59,315,,DAL,0.0,7.875,2.125,4.45,0.7,0.05,1.475,0.775,0.3779527559055118,0.3069306930693069,0.8
2013-14,2735,Josh Childress,4,0.0,0,0,0,0,0,0,0,3,3,2,1,0,1,0,,NOP,0.0,0.0,0.75,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0
2013-14,2736,Luol Deng,63,0.0,371,860,57,189,212,268,99,262,361,183,62,9,114,1011,F,"CHI, CLE",0.0,16.047619047619047,5.73015873015873,2.9047619047619047,0.9841269841269841,0.14285714285714285,1.8095238095238095,0.9047619047619048,0.4313953488372093,0.30158730158730157,0.7910447761194029
2013-14,2738,Andre Iguodala,63,0.0,220,458,62,175,86,132,53,240,293,263,95,18,100,588,F,GSW,0.0,9.333333333333334,4.650793650793651,4.174603174603175,1.507936507936508,0.2857142857142857,1.5873015873015872,0.9841269841269841,0.48034934497816595,0.35428571428571426,0.6515151515151515
2013-14,2740,Andris Biedrins,6,0.0,1,1,0,0,1,6,2,15,17,0,0,0,2,3,,UTA,0.0,0.5,2.8333333333333335,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.16666666666666666
2013-14,2743,Kris Humphries,69,0.0,231,461,0,2,117,144,127,282,409,67,31,61,64,579,C,BOS,0.0,8.391304347826088,5.927536231884058,0.9710144927536232,0.4492753623188406,0.8840579710144928,0.927536231884058,0.0,0.5010845986984815,0.0,0.8125
2013-14,2744,Al Jefferson,73,0.0,700,1376,3,15,191,277,156,636,792,155,67,79,124,1594,C,CHA,0.0,21.835616438356166,10.849315068493151,2.1232876712328768,0.9178082191780822,1.082191780821918,1.6986301369863013,0.0410958904109589,0.5087209302325582,0.2,0.6895306859205776
2013-14,2746,Josh Smith,77,0.0,517,1233,70,265,160,301,102,418,520,252,105,110,199,1264,F,DET,0.0,16.415584415584416,6.753246753246753,3.272727272727273,1.3636363636363635,1.4285714285714286,2.5844155844155843,0.9090909090909091,0.41930251419302517,0.2641509433962264,0.53156146179402
2013-14,2747,JR Smith,74,0.0,396,955,189,480,90,138,35,261,296,219,65,20,108,1071,G,NYK,0.0,14.472972972972974,4.0,2.9594594594594597,0.8783783783783784,0.2702702702702703,1.4594594594594594,2.554054054054054,0.41465968586387436,0.39375,0.6521739130434783
2013-14,2748,Dorell Wright,68,0.0,111,297,69,202,52,69,29,162,191,64,23,16,39,343,F,POR,0.0,5.044117647058823,2.8088235294117645,0.9411764705882353,0.3382352941176471,0.23529411764705882,0.5735294117647058,1.0147058823529411,0.37373737373737376,0.3415841584158416,0.7536231884057971
2013-14,2749,Jameer Nelson,68,0.0,294,747,136,391,96,112,29,202,231,476,52,5,166,820,G,ORL,0.0,12.058823529411764,3.3970588235294117,7.0,0.7647058823529411,0.07352941176470588,2.4411764705882355,2.0,0.39357429718875503,0.34782608695652173,0.8571428571428571
2013-14,2754,Tony Allen,55,0.0,204,413,11,47,76,121,79,129,208,94,90,19,90,495,G,MEM,0.0,9.0,3.7818181818181817,1.709090909090909,1.6363636363636365,0.34545454545454546,1.6363636363636365,0.2,0.4939467312348668,0.23404255319148937,0.628099173553719
2013-14,2755,Kevin Martin,68,0.0,440,1023,115,297,303,340,34,169,203,121,66,6,106,1298,G,MIN,0.0,19.08823529411765,2.985294117647059,1.7794117647058822,0.9705882352941176,0.08823529411764706,1.5588235294117647,1.6911764705882353,0.43010752688172044,0.3872053872053872,0.8911764705882353
2013-14,2756,Sasha Vujacic,2,0.0,2,5,1,2,0,0,0,3,3,0,1,0,3,5,,LAC,0.0,2.5,1.5,0.0,0.5,0.0,1.5,0.5,0.4,0.5,0.0
2013-14,2757,Beno Udrih,41,0.0,78,178,19,42,25,30,10,49,59,116,23,4,47,200,G,"MEM, NYK",0.0,4.878048780487805,1.4390243902439024,2.8292682926829267,0.5609756097560976,0.0975609756097561,1.146341463414634,0.4634146341463415,0.43820224719101125,0.4523809523809524,0.8333333333333334
2013-14,2760,Anderson Varejao,65,0.0,227,459,0,7,92,135,187,442,629,140,69,39,72,546,C,CLE,0.0,8.4,9.676923076923076,2.1538461538461537,1.0615384615384615,0.6,1.1076923076923078,0.0,0.49455337690631807,0.0,0.6814814814814815
2013-14,2767,Royal Ivey,2,0.0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,,OKC,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
