personId,personName,games_played,teamTricode,field_goal_percentage,free_throw_percentage,threepointers_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game
2215,Jason Collins,30,ATL,0.4,0.467,0.0,1.3,1.6,0.333,0.133,0.1,0.333
2216,Zach Randolph,28,MEM,0.463,0.659,0.071,11.571,8.036,1.714,0.75,0.143,1.429
2217,Brendan Haywood,54,DAL,0.518,0.469,0.0,5.204,6.0,0.352,0.444,1.0,0.852
2222,Gerald Wallace,58,"NJN, POR",0.454,0.8,0.793,13.793,6.655,2.828,1.466,0.621,1.914
2223,Samuel Dalembert,65,HOU,0.506,0.796,0.0,7.538,7.015,0.508,0.569,1.708,1.262
2224,Jamaal Tinsley,37,UTA,0.404,0.765,0.27,3.703,1.216,3.324,0.459,0.216,1.405
2225,Tony Parker,60,SAS,0.48,0.799,0.233,18.25,2.85,7.717,0.95,0.083,2.55
2229,Mike James,11,CHI,0.408,0.875,0.545,4.818,0.909,2.636,0.364,0.182,1.273
2230,Maurice Evans,24,WAS,0.402,0.769,0.708,4.875,1.0,0.375,0.583,0.0,0.417
2240,Gilbert Arenas,17,MEM,0.406,0.7,0.765,4.235,1.059,1.059,0.647,0.059,0.706
2243,Brian Scalabrine,27,CHI,0.467,0.5,0.037,1.185,0.778,0.556,0.185,0.222,0.333
2246,Mehmet Okur,17,NJN,0.374,0.6,1.353,7.647,4.765,1.765,0.529,0.294,1.471
2248,Earl Watson,50,UTA,0.338,0.674,0.2,2.98,2.42,4.34,1.08,0.44,1.7
2250,Bobby Simmons,28,LAC,0.311,0.571,0.714,2.857,1.964,0.393,0.536,0.107,0.357
2365,Chris Andersen,32,DEN,0.546,0.61,0.0,5.25,4.625,0.188,0.594,1.438,0.531
2399,Mike Dunleavy,55,MIL,0.474,0.811,1.509,12.309,3.709,2.127,0.509,0.145,1.055
2400,Drew Gooden,56,MIL,0.437,0.846,0.286,13.679,6.482,2.571,0.821,0.607,1.946
2403,Nene Hilario,39,"DEN, WAS",0.537,0.673,0.0,13.718,7.462,2.051,1.077,0.974,2.462
2404,Chris Wilcox,28,BOS,0.598,0.615,0.0,5.429,4.357,0.429,0.393,0.321,1.071
2405,Amar'e Stoudemire,47,NYK,0.483,0.765,0.106,17.511,7.809,1.106,0.809,0.957,2.383
2406,Caron Butler,63,LAC,0.407,0.813,1.46,11.952,3.651,1.238,0.825,0.143,1.222
2407,Jared Jeffries,39,NYK,0.41,0.681,0.077,4.359,3.897,0.667,0.744,0.641,0.744
2419,Tayshaun Prince,63,DET,0.421,0.774,0.587,12.667,4.46,2.429,0.429,0.508,1.175
2422,John Salmons,46,SAC,0.409,0.644,0.717,7.478,2.913,2.022,0.804,0.152,0.978
2427,Roger Mason Jr.,52,WAS,0.399,0.778,1.135,5.5,1.327,0.904,0.25,0.096,0.615
2429,Dan Gadzuric,2,NYK,0.0,0.0,0.0,0.0,2.5,0.0,0.5,0.5,0.5
2430,Carlos Boozer,66,CHI,0.532,0.693,0.0,15.015,8.545,1.894,0.955,0.364,1.742
2440,Matt Barnes,63,LAL,0.452,0.742,0.73,7.794,5.46,2.0,0.556,0.762,1.159
2446,Rasual Butler,34,TOR,0.308,0.583,0.618,3.235,1.941,0.559,0.206,0.147,0.441
2449,Luis Scola,66,HOU,0.491,0.773,0.0,15.53,6.485,2.121,0.53,0.364,2.318
2457,Jannero Pargo,50,ATL,0.415,0.95,1.06,5.64,1.46,1.92,0.4,0.04,0.98
2501,Reggie Evans,56,LAC,0.472,0.507,0.0,1.857,4.839,0.304,0.554,0.107,0.786
2544,LeBron James,62,MIA,0.531,0.771,0.871,27.145,7.935,6.242,1.855,0.806,3.435
2545,Darko Milicic,28,MIN,0.454,0.432,0.0,4.786,3.464,0.607,0.321,0.893,1.143
2546,Carmelo Anthony,55,NYK,0.43,0.804,1.236,22.636,6.255,3.636,1.127,0.436,2.618
2547,Chris Bosh,57,MIA,0.487,0.821,0.175,17.982,7.93,1.807,0.895,0.789,2.053
2548,Dwyane Wade,49,MIA,0.497,0.791,0.306,22.082,4.837,4.592,1.673,1.286,2.633
2549,Chris Kaman,47,NOH,0.446,0.785,0.0,13.106,7.745,2.149,0.532,1.638,2.745
2550,Kirk Hinrich,48,ATL,0.414,0.781,0.979,6.583,2.104,2.75,0.792,0.229,1.208
2551,T.J. Ford,14,SAS,0.442,0.786,0.143,3.643,1.286,3.214,0.643,0.143,1.643
2554,Mickael Pietrus,42,BOS,0.385,0.645,1.452,6.881,3.095,0.595,0.5,0.238,0.786
2555,Nick Collison,63,OKC,0.597,0.71,0.0,4.508,4.349,1.302,0.524,0.444,0.968
2557,Luke Ridnour,53,MIN,0.44,0.891,0.925,12.057,2.66,4.755,1.057,0.302,1.811
2561,David West,66,IND,0.487,0.807,0.03,12.758,6.561,2.121,0.788,0.697,1.409
2562,Sasha Pavlovic,45,BOS,0.391,0.375,0.378,2.667,1.6,0.4,0.444,0.333,0.444
2563,Dahntay Jones,65,IND,0.409,0.838,0.508,5.323,1.8,0.969,0.354,0.169,0.708
2564,Boris Diaw,57,"CHA, SAS",0.444,0.629,0.544,6.404,4.912,3.596,0.596,0.439,1.965
2566,Travis Outlaw,39,SAC,0.343,0.674,0.41,4.282,1.564,0.41,0.487,0.538,0.513
2567,Brian Cook,32,"LAC, WAS",0.316,0.9,0.312,2.531,1.969,0.312,0.188,0.156,0.344
2568,Carlos Delfino,54,MIL,0.402,0.792,1.593,9.037,3.852,2.278,1.463,0.185,1.222
2570,Kendrick Perkins,65,OKC,0.489,0.652,0.0,5.062,6.554,1.2,0.385,1.123,1.815
2571,Leandro Barbosa,64,"IND, TOR",0.425,0.815,1.016,11.062,2.0,1.5,0.875,0.109,1.469
2572,Josh Howard,43,UTA,0.399,0.773,0.209,8.651,3.674,1.163,0.744,0.233,1.233
2574,Jason Kapono,27,LAL,0.382,1.0,0.296,2.0,0.519,0.407,0.111,0.0,0.222
2575,Luke Walton,30,"CLE, LAL",0.369,0.0,0.233,1.833,1.633,1.167,0.167,0.033,0.9
2581,Steve Blake,53,LAL,0.377,0.778,1.0,5.208,1.604,3.302,0.736,0.038,1.358
2584,Willie Green,53,ATL,0.471,0.857,0.943,7.623,1.509,0.755,0.434,0.113,0.623
2585,Zaza Pachulia,58,ATL,0.499,0.741,0.0,7.845,7.879,1.362,0.948,0.5,1.397
2586,Keith Bogans,5,NJN,0.381,0.4,0.6,4.2,2.2,0.6,0.4,0.0,0.6
2588,Matt Bonner,65,SAS,0.44,0.762,1.615,6.6,3.292,0.938,0.231,0.323,0.215
2590,Mo Williams,52,LAC,0.426,0.9,1.788,13.173,1.904,3.077,0.981,0.135,1.654
2592,James Jones,51,MIA,0.38,0.833,0.902,3.627,0.961,0.373,0.333,0.176,0.196
2594,Kyle Korver,65,CHI,0.432,0.833,1.815,8.138,2.446,1.723,0.554,0.231,0.815
2605,Marquis Daniels,38,BOS,0.364,0.739,0.0,3.184,1.737,1.237,0.553,0.237,0.737
2617,Udonis Haslem,64,MIA,0.423,0.814,0.0,6.016,7.344,0.656,0.547,0.375,0.938
2668,Josh Davis,15,MEM,0.37,0.5,0.267,1.867,1.8,0.4,0.467,0.067,0.2
2679,Matt Carroll,53,CHA,0.331,0.789,0.151,2.679,1.094,0.717,0.302,0.132,0.453
2730,Dwight Howard,54,ORL,0.573,0.491,0.0,20.611,14.537,1.926,1.5,2.148,3.241
2731,Emeka Okafor,27,NOH,0.533,0.514,0.0,9.852,7.889,0.889,0.593,0.963,1.37
2732,Ben Gordon,52,DET,0.442,0.86,1.212,12.462,2.327,2.442,0.654,0.212,2.212
2733,Shaun Livingston,58,MIL,0.469,0.785,0.034,5.483,2.121,2.103,0.466,0.345,1.138
2734,Devin Harris,63,UTA,0.445,0.746,1.222,11.349,1.778,5.016,1.016,0.206,1.937
2735,Josh Childress,34,PHX,0.485,0.0,0.118,2.941,2.794,1.0,0.412,0.176,0.265
2736,Luol Deng,54,CHI,0.412,0.77,1.463,15.333,6.481,2.907,1.037,0.667,1.778
2738,Andre Iguodala,62,PHI,0.454,0.617,1.226,12.435,6.145,5.468,1.726,0.484,1.855
2740,Andris Biedrins,47,GSW,0.609,0.111,0.0,1.681,3.745,0.34,0.489,0.957,0.298
2742,Sebastian Telfair,60,PHX,0.412,0.791,0.55,6.133,1.517,2.3,0.683,0.2,1.133
2743,Kris Humphries,62,NJN,0.481,0.752,0.0,13.79,10.984,1.452,0.806,1.194,1.919
2744,Al Jefferson,61,UTA,0.492,0.774,0.016,19.18,9.59,2.197,0.77,1.656,1.016
2746,Josh Smith,66,ATL,0.458,0.63,0.424,18.773,9.576,3.894,1.409,1.742,2.485
2747,JR Smith,35,NYK,0.407,0.709,1.914,12.457,3.886,2.4,1.543,0.171,1.314
2748,Dorell Wright,61,GSW,0.422,0.816,1.721,10.311,4.557,1.541,0.951,0.426,0.836
2749,Jameer Nelson,57,ORL,0.427,0.807,1.526,11.86,3.175,5.702,0.667,0.088,2.368
2753,Delonte West,44,DAL,0.461,0.886,0.614,9.568,2.295,3.159,1.318,0.25,1.727
2754,Tony Allen,58,MEM,0.469,0.8,0.138,9.793,4.017,1.362,1.793,0.569,1.621
2755,Kevin Martin,40,HOU,0.413,0.894,1.95,17.05,2.65,2.75,0.7,0.075,1.75
2757,Beno Udrih,59,MIL,0.44,0.709,0.288,5.898,1.729,3.847,0.627,0.017,1.305
2760,Anderson Varejao,25,CLE,0.514,0.672,0.0,10.84,11.48,1.72,1.4,0.68,1.8
2765,Andre Emmett,6,NJN,0.571,0.625,0.0,2.167,1.0,0.167,0.333,0.167,0.333
2767,Royal Ivey,34,OKC,0.356,0.125,0.529,2.088,0.706,0.294,0.412,0.0,0.265
2768,Chris Duhon,63,ORL,0.419,0.81,0.794,3.762,1.619,2.397,0.556,0.143,1.286
2772,Trevor Ariza,41,NOH,0.417,0.775,0.707,10.829,5.244,3.293,1.683,0.61,1.854
2804,Andres Nocioni,11,PHI,0.25,0.545,0.091,1.545,1.273,0.091,0.091,0.091,0.455
2853,Earl Barron,2,GSW,0.5,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0
2863,Damien Wilkins,60,DET,0.394,0.63,0.117,3.217,1.667,0.733,0.483,0.217,0.5
101106,Andrew Bogut,12,MIL,0.449,0.609,0.0,11.333,8.333,2.583,1.0,2.0,2.0
101107,Marvin Williams,57,ATL,0.432,0.788,1.018,10.158,5.158,1.246,0.825,0.316,0.684
101108,Chris Paul,60,LAC,0.478,0.861,1.317,19.817,3.55,9.05,2.533,0.067,2.067
101109,Raymond Felton,60,POR,0.407,0.806,1.033,11.4,2.483,6.5,1.3,0.167,2.833
101110,Martell Webster,47,MIN,0.423,0.792,0.787,6.894,3.574,0.851,0.66,0.362,0.979
101111,Charlie Villanueva,13,DET,0.385,0.857,1.154,7.0,3.692,0.462,0.538,0.385,0.538
101112,Channing Frye,64,PHX,0.416,0.89,1.422,10.531,5.922,1.375,0.656,1.094,0.984
101113,Ike Diogu,2,SAS,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5
101114,Deron Williams,55,NJN,0.407,0.843,2.091,20.982,3.327,8.745,1.218,0.364,3.982
101115,Andrew Bynum,60,LAL,0.558,0.692,0.017,18.717,11.817,1.417,0.45,1.933,2.533
101122,Danny Granger,62,IND,0.416,0.873,1.984,18.694,4.952,1.758,1.0,0.645,1.774
101123,Gerald Green,31,NJN,0.481,0.754,1.387,12.903,3.484,1.097,0.903,0.548,1.774
101124,Hakim Warrick,35,PHX,0.411,0.768,0.029,6.429,2.629,0.857,0.229,0.086,1.029
101126,Nate Robinson,51,GSW,0.424,0.832,1.294,11.176,1.961,4.529,1.157,0.039,1.471
101127,Jarrett Jack,45,NOH,0.456,0.872,0.867,15.556,3.911,6.333,0.689,0.2,2.356
101128,Francisco Garcia,49,SAC,0.376,0.8,0.776,4.776,2.02,0.633,0.735,0.755,0.449
101130,Johan Petro,59,NJN,0.419,0.838,0.017,4.237,3.797,0.763,0.356,0.39,0.644
101131,Jason Maxiell,65,DET,0.478,0.547,0.0,6.523,5.123,0.631,0.492,0.769,1.092
101132,Linas Kleiza,49,TOR,0.402,0.81,1.265,9.653,4.061,0.939,0.469,0.082,1.306
101133,Ian Mahinmi,61,DAL,0.546,0.639,0.0,5.803,4.738,0.197,0.623,0.508,0.82
101135,David Lee,57,GSW,0.503,0.782,0.0,20.123,9.561,2.842,0.947,0.386,2.614
101138,Brandon Bass,59,BOS,0.479,0.81,0.0,12.508,6.186,0.932,0.576,0.915,1.102
101139,CJ Miles,56,UTA,0.381,0.794,0.821,9.071,2.071,1.232,0.821,0.321,0.946
101141,Ersan Ilyasova,60,MIL,0.492,0.781,0.85,13.033,8.817,1.183,0.7,0.733,1.267
101142,Ronny Turiaf,17,"MIA, WAS",0.576,0.591,0.0,3.0,4.118,0.588,0.824,1.0,0.824
101144,Von Wafer,33,ORL,0.452,0.704,0.424,5.879,1.364,0.879,0.303,0.091,1.061
101145,Monta Ellis,58,"GSW, MIL",0.433,0.796,1.069,20.362,3.448,5.966,1.466,0.31,3.052
101150,Lou Williams,64,PHI,0.407,0.812,1.297,14.938,2.422,3.453,0.828,0.281,1.109
101154,Andray Blatche,26,WAS,0.38,0.673,0.077,8.5,5.769,1.077,0.769,0.654,1.423
101155,Ryan Gomes,32,LAC,0.326,0.727,0.125,2.312,1.906,0.375,0.5,0.0,0.469
101161,Amir Johnson,64,TOR,0.576,0.69,0.031,7.062,6.375,1.234,0.516,1.078,1.469
101162,Marcin Gortat,66,PHX,0.555,0.649,0.0,15.409,9.985,0.894,0.727,1.5,1.364
101179,Ronnie Price,36,PHX,0.377,0.8,0.361,3.639,1.556,1.861,0.944,0.083,1.278
101181,Jose Calderon,53,TOR,0.457,0.882,1.113,10.472,3.019,8.83,0.887,0.057,1.962
101187,Alan Anderson,17,TOR,0.387,0.853,1.412,9.588,2.0,1.529,0.294,0.176,1.471
101189,James Singleton,12,WAS,0.547,0.933,0.167,8.167,6.75,1.25,0.75,0.667,0.833
101198,Will Bynum,36,DET,0.381,0.766,0.194,5.667,1.556,1.833,0.639,0.083,1.5
101235,Kelenna Azubuike,3,DAL,0.375,0.0,0.333,2.333,0.0,0.0,0.333,0.0,1.333
101236,Chuck Hayes,54,SAC,0.429,0.667,0.0,3.185,4.333,1.426,0.667,0.315,0.926
101249,John Lucas III,49,CHI,0.399,0.875,1.122,7.531,1.551,2.204,0.388,0.02,0.857
200081,Jamario Moon,8,CHA,0.292,1.0,0.25,2.25,2.75,0.625,0.125,0.625,1.0
200745,Andrea Bargnani,31,TOR,0.432,0.873,1.097,19.452,5.548,1.968,0.581,0.484,2.226
200746,LaMarcus Aldridge,55,POR,0.512,0.814,0.036,21.655,8.036,2.436,0.927,0.818,2.018
200748,Tyrus Thomas,54,CHA,0.367,0.759,0.019,5.63,3.704,0.648,0.667,1.111,0.981
200749,Shelden Williams,58,NJN,0.478,0.731,0.0,4.621,6.034,0.603,0.81,0.672,1.138
200751,Randy Foye,65,LAC,0.398,0.859,1.954,10.954,2.123,2.246,0.708,0.369,1.123
200752,Rudy Gay,65,MEM,0.455,0.791,0.831,18.954,6.415,2.262,1.462,0.846,2.477
200755,JJ Redick,65,ORL,0.425,0.911,1.723,11.554,2.308,2.523,0.415,0.092,1.046
200757,Thabo Sefolosha,42,OKC,0.432,0.884,0.738,4.833,3.048,1.119,0.881,0.405,0.952
200758,Ronnie Brewer,66,CHI,0.427,0.56,0.288,6.894,3.5,2.076,1.091,0.318,0.894
200761,Shawne Williams,25,NJN,0.286,0.727,0.84,4.52,2.72,0.64,0.4,0.44,0.52
200764,Renaldo Balkman,14,NYK,0.5,0.727,0.143,3.0,1.857,0.357,0.286,0.214,0.429
200765,Rajon Rondo,53,BOS,0.448,0.597,0.189,11.887,4.849,11.698,1.792,0.057,3.642
200768,Kyle Lowry,47,HOU,0.409,0.864,1.681,14.255,4.532,6.596,1.553,0.298,2.766
200769,Shannon Brown,59,PHX,0.42,0.808,1.153,11.017,2.661,1.169,0.746,0.254,1.085
200770,Jordan Farmar,39,NJN,0.467,0.905,1.41,10.41,1.564,3.308,0.615,0.051,1.744
200779,Steve Novak,54,NYK,0.478,0.846,2.463,8.833,1.926,0.222,0.296,0.167,0.389
200780,Solomon Jones,21,"LAC, NOH",0.393,0.826,0.0,3.19,2.762,0.429,0.429,0.524,0.857
200783,Craig Smith,47,POR,0.504,0.717,0.0,3.319,2.34,0.404,0.34,0.106,0.511
200789,Daniel Gibson,35,CLE,0.351,0.791,1.571,7.514,2.886,2.171,0.743,0.457,1.286
200794,Paul Millsap,64,UTA,0.495,0.792,0.109,16.578,8.797,2.344,1.844,0.812,1.75
200797,Ryan Hollins,39,"BOS, CLE",0.548,0.52,0.0,3.359,2.103,0.231,0.128,0.436,0.897
200811,Lou Amundson,60,IND,0.43,0.427,0.0,3.55,3.7,0.233,0.45,0.733,0.75
200826,J.J. Barea,41,MIN,0.4,0.776,1.293,11.293,2.78,5.659,0.512,0.0,2.512
201041,Walker Russell,28,DET,0.347,0.636,0.143,3.0,0.929,2.071,0.643,0.036,1.179
201142,Kevin Durant,66,OKC,0.496,0.86,2.015,28.03,7.985,3.5,1.333,1.167,3.758
201143,Al Horford,11,ATL,0.553,0.733,0.0,12.364,7.0,2.182,0.909,1.273,1.455
201144,Mike Conley,62,MEM,0.433,0.861,0.968,12.71,2.516,6.516,2.194,0.177,2.016
201146,Jianlian Yi,30,DAL,0.378,0.667,0.1,2.633,1.633,0.167,0.233,0.267,0.467
201147,Corey Brewer,59,DEN,0.434,0.692,0.559,8.898,2.542,1.492,1.22,0.288,0.949
201148,Brandan Wright,49,DAL,0.618,0.634,0.0,6.939,3.551,0.265,0.449,1.286,0.429
201149,Joakim Noah,64,CHI,0.508,0.748,0.0,10.188,9.828,2.5,0.641,1.438,1.438
201150,Spencer Hawes,37,PHI,0.489,0.727,0.081,9.595,7.297,2.649,0.432,1.297,1.486
201152,Thaddeus Young,63,PHI,0.507,0.771,0.016,12.825,5.159,1.175,1.016,0.651,0.873
201155,Rodney Stuckey,55,DET,0.429,0.834,0.6,14.764,2.582,3.818,0.8,0.182,1.927
201156,Nick Young,62,"LAC, WAS",0.403,0.852,1.661,14.177,2.145,0.903,0.71,0.274,1.339
201157,Sean Williams,11,"BOS, DAL",0.636,0.923,0.0,3.636,2.273,0.455,0.364,0.727,0.909
201158,Marco Belinelli,66,NOH,0.417,0.783,1.621,11.818,2.606,1.53,0.727,0.076,1.045
201160,Jason Smith,40,NOH,0.52,0.702,0.025,9.9,4.9,0.85,0.525,1.025,1.0
201161,Daequan Cook,57,OKC,0.368,0.636,1.386,5.456,2.14,0.263,0.386,0.193,0.281
201162,Jared Dudley,65,PHX,0.485,0.726,1.231,12.662,4.631,1.723,0.754,0.292,1.108
201163,Wilson Chandler,8,DEN,0.392,0.833,0.375,9.375,5.125,2.125,0.75,0.75,2.25
201164,Rudy Fernandez,31,DEN,0.44,0.698,1.29,8.645,2.097,2.419,1.0,0.097,1.29
201165,Morris Almond,4,WAS,0.353,0.333,0.25,3.5,2.0,0.5,1.75,0.0,0.25
201167,Arron Afflalo,62,DEN,0.471,0.798,1.419,15.21,3.177,2.403,0.581,0.21,1.371
201168,Tiago Splitter,59,SAS,0.618,0.691,0.0,9.305,5.186,1.102,0.356,0.797,1.475
201171,Carl Landry,41,NOH,0.503,0.799,0.0,12.463,5.22,0.927,0.317,0.293,1.561
201175,Glen Davis,61,ORL,0.421,0.683,0.033,9.279,5.426,0.77,0.705,0.311,1.23
201177,Josh McRoberts,50,LAL,0.475,0.639,0.06,2.76,3.42,1.02,0.3,0.36,0.62
201178,Kyrylo Fesenko,3,IND,0.4,0.667,0.0,2.667,3.0,0.333,0.667,0.0,0.0
201182,Derrick Byars,2,SAS,0.273,1.0,0.0,5.0,5.5,0.5,1.0,0.0,0.0
201187,Dominic McGuire,64,GSW,0.448,0.736,0.0,3.547,3.844,1.719,0.688,0.562,0.875
201188,Marc Gasol,65,MEM,0.482,0.748,0.015,14.646,8.908,3.138,0.954,1.862,1.862
