personId,personName,games_played,teamTricode,field_goal_percentage,free_throw_percentage,threepointers_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game
2734,Devin Harris,65,DAL,0.399,0.829,0.892,6.723,1.954,2.092,0.662,0.108,0.877
2736,Luol Deng,56,LAL,0.387,0.73,0.911,7.589,5.268,1.321,0.857,0.357,0.768
2738,Andre Iguodala,76,GSW,0.528,0.706,0.842,7.553,4.0,3.434,1.0,0.513,0.763
2743,Kris Humphries,56,ATL,0.407,0.78,0.339,4.589,3.679,0.518,0.268,0.375,0.5
2744,Al Jefferson,66,IND,0.499,0.765,0.0,8.106,4.212,0.864,0.288,0.242,0.5
2747,JR Smith,41,CLE,0.346,0.667,2.317,8.561,2.756,1.512,0.976,0.268,0.634
2749,Jameer Nelson,75,DEN,0.444,0.714,1.413,9.16,2.56,5.133,0.72,0.107,1.707
2754,Tony Allen,71,MEM,0.461,0.615,0.211,9.056,5.507,1.38,1.62,0.408,1.408
2756,Sasha Vujacic,42,NYK,0.309,0.708,0.548,2.952,1.405,1.238,0.31,0.048,0.381
2757,Beno Udrih,39,DET,0.467,0.941,0.282,5.821,1.462,3.359,0.333,0.0,0.923
2760,Anderson Varejao,14,GSW,0.357,0.727,0.0,1.286,1.929,0.714,0.214,0.214,0.571
2772,Trevor Ariza,80,HOU,0.409,0.738,2.388,11.7,5.725,2.188,1.838,0.25,0.912
101106,Andrew Bogut,27,"CLE, DAL",0.469,0.273,0.0,2.926,8.074,1.815,0.481,0.926,1.593
101107,Marvin Williams,76,CHA,0.422,0.873,1.632,11.171,6.579,1.395,0.763,0.697,0.789
101108,Chris Paul,61,LAC,0.476,0.892,2.033,18.098,4.984,9.23,1.951,0.131,2.41
101109,Raymond Felton,80,LAC,0.43,0.781,0.575,6.725,2.725,2.388,0.825,0.275,1.038
101112,Channing Frye,74,CLE,0.458,0.851,1.851,9.135,3.919,0.608,0.446,0.5,0.716
101114,Deron Williams,64,"CLE, DAL",0.438,0.826,1.328,10.953,2.297,5.625,0.484,0.125,2.156
101123,Gerald Green,47,BOS,0.409,0.805,0.83,5.574,1.787,0.702,0.191,0.149,0.532
101127,Jarrett Jack,2,NOP,0.667,1.0,0.0,3.0,0.0,2.5,1.0,0.0,1.5
101133,Ian Mahinmi,31,WAS,0.586,0.573,0.0,5.581,4.839,0.613,1.065,0.774,1.097
101135,David Lee,79,SAS,0.59,0.708,0.0,7.291,5.582,1.57,0.392,0.506,1.038
101138,Brandon Bass,52,LAC,0.575,0.875,0.019,5.615,2.481,0.404,0.269,0.212,0.558
101139,CJ Miles,76,IND,0.434,0.903,2.224,10.724,3.013,0.632,0.605,0.329,0.526
101141,Ersan Ilyasova,82,"ATL, OKC, PHI",0.431,0.778,1.732,13.061,5.866,1.72,0.707,0.28,1.415
101145,Monta Ellis,74,IND,0.443,0.727,0.581,8.514,2.757,3.189,1.054,0.365,1.824
101150,Lou Williams,81,"HOU, LAL",0.429,0.88,2.012,17.543,2.494,2.951,0.988,0.247,1.975
101161,Amir Johnson,80,BOS,0.576,0.67,0.338,6.5,4.575,1.75,0.638,0.775,0.962
101162,Marcin Gortat,82,WAS,0.579,0.648,0.0,10.768,10.354,1.476,0.488,0.744,1.451
101179,Ronnie Price,14,PHX,0.167,0.75,0.214,1.0,0.786,1.286,0.786,0.071,0.214
101181,Jose Calderon,41,"ATL, LAL",0.41,0.917,0.488,3.439,1.805,2.146,0.268,0.024,1.0
101187,Alan Anderson,30,LAC,0.375,0.75,0.467,2.867,0.8,0.367,0.1,0.0,0.233
101249,John Lucas III,5,MIN,0.25,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0
200746,LaMarcus Aldridge,72,SAS,0.477,0.812,0.319,17.264,7.264,1.931,0.639,1.222,1.361
200751,Randy Foye,69,BKN,0.363,0.857,0.971,5.174,2.246,1.957,0.507,0.13,1.159
200752,Rudy Gay,30,SAC,0.455,0.855,1.4,18.733,6.333,2.767,1.467,0.867,2.467
200755,JJ Redick,78,LAC,0.445,0.891,2.577,15.038,2.192,1.41,0.692,0.167,1.256
200757,Thabo Sefolosha,62,ATL,0.441,0.733,0.661,7.161,4.355,1.726,1.548,0.5,0.935
200765,Rajon Rondo,69,CHI,0.408,0.6,0.725,7.797,5.145,6.681,1.435,0.159,2.449
200768,Kyle Lowry,60,TOR,0.464,0.819,3.217,22.4,4.767,6.95,1.467,0.317,2.883
200770,Jordan Farmar,2,SAC,0.333,0.0,2.0,6.0,1.5,4.5,1.0,0.0,1.5
200771,Sergio Rodriguez,68,PHI,0.392,0.667,1.353,7.794,2.309,5.059,0.721,0.059,1.882
200779,Steve Novak,8,MIL,0.286,0.0,0.125,0.625,0.375,0.0,0.0,0.0,0.0
200782,P.J. Tucker,81,"PHX, TOR",0.413,0.774,0.864,6.667,5.815,1.222,1.432,0.235,0.815
200794,Paul Millsap,69,ATL,0.442,0.768,1.087,18.058,7.725,3.652,1.304,0.899,2.29
200826,J.J. Barea,35,DAL,0.414,0.863,1.514,10.886,2.4,5.514,0.4,0.029,1.8
201142,Kevin Durant,62,GSW,0.537,0.875,1.887,25.081,8.274,4.839,1.065,1.597,2.226
201143,Al Horford,68,BOS,0.473,0.8,1.265,14.0,6.838,4.956,0.765,1.265,1.691
201144,Mike Conley,69,MEM,0.46,0.859,2.478,20.507,3.493,6.275,1.333,0.275,2.261
201145,Jeff Green,69,ORL,0.394,0.863,0.768,9.246,3.101,1.174,0.536,0.188,1.087
201147,Corey Brewer,82,"HOU, LAL",0.422,0.735,0.329,4.524,2.024,1.183,0.744,0.244,0.671
201148,Brandan Wright,28,MEM,0.615,0.657,0.0,6.75,2.786,0.536,0.393,0.714,0.357
201149,Joakim Noah,46,NYK,0.49,0.436,0.0,5.043,8.761,2.239,0.652,0.804,1.261
201150,Spencer Hawes,54,"CHA, MIL",0.484,0.846,0.463,6.241,3.537,1.5,0.278,0.556,0.907
201152,Thaddeus Young,74,IND,0.527,0.523,0.608,11.0,6.054,1.649,1.527,0.392,1.284
201155,Rodney Stuckey,39,IND,0.373,0.748,0.487,7.205,2.154,2.154,0.41,0.0,1.359
201156,Nick Young,60,LAL,0.43,0.856,2.833,13.183,2.3,0.967,0.617,0.233,0.6
201158,Marco Belinelli,74,CHA,0.429,0.893,1.378,10.541,2.405,1.986,0.595,0.122,0.946
201160,Jason Smith,74,WAS,0.529,0.686,0.5,5.676,3.486,0.5,0.284,0.73,0.784
201162,Jared Dudley,64,PHX,0.454,0.662,1.203,6.781,3.516,1.891,0.656,0.25,1.141
201163,Wilson Chandler,71,DEN,0.461,0.727,1.549,15.732,6.479,1.986,0.718,0.423,1.606
201166,Aaron Brooks,65,IND,0.403,0.8,0.738,4.954,1.062,1.923,0.385,0.138,1.015
201167,Arron Afflalo,61,SAC,0.44,0.892,1.016,8.443,2.049,1.279,0.344,0.098,0.689
201168,Tiago Splitter,8,PHI,0.452,0.818,0.25,4.875,2.75,0.5,0.125,0.125,0.75
201177,Josh McRoberts,22,MIA,0.373,0.667,0.591,4.864,3.364,2.273,0.455,0.182,1.045
201188,Marc Gasol,74,MEM,0.459,0.837,1.405,19.541,6.27,4.568,0.905,1.338,2.243
201196,Ramon Sessions,50,CHA,0.38,0.771,0.42,6.24,1.46,2.58,0.54,0.06,0.92
201202,Joel Anthony,19,SAS,0.625,0.625,0.0,1.316,1.632,0.158,0.105,0.316,0.211
201228,C.J. Watson,62,ORL,0.387,0.864,0.516,4.532,1.435,1.839,0.694,0.032,0.758
201229,Anthony Tolliver,65,SAC,0.442,0.744,1.385,7.092,3.646,1.185,0.523,0.308,0.862
201563,Michael Beasley,56,MIL,0.532,0.743,0.321,9.429,3.446,0.946,0.482,0.482,1.179
201565,Derrick Rose,64,NYK,0.471,0.874,0.203,18.031,3.844,4.422,0.688,0.266,2.297
201566,Russell Westbrook,81,OKC,0.425,0.845,2.469,31.58,10.667,10.37,1.63,0.383,5.407
201567,Kevin Love,60,CLE,0.427,0.871,2.417,19.033,11.1,1.933,0.883,0.35,2.033
201568,Danilo Gallinari,63,DEN,0.447,0.902,2.0,18.175,5.159,2.143,0.635,0.238,1.302
201569,Eric Gordon,75,HOU,0.406,0.84,3.28,16.227,2.68,2.507,0.64,0.547,1.613
201571,D.J. Augustin,78,ORL,0.377,0.814,1.218,7.897,1.5,2.679,0.397,0.013,1.154
201572,Brook Lopez,75,BKN,0.474,0.81,1.787,20.52,5.373,2.347,0.507,1.653,2.453
201573,Jerryd Bayless,3,PHI,0.344,0.9,0.667,11.0,4.0,4.333,0.0,0.0,3.0
201575,Brandon Rush,47,MIN,0.374,0.722,0.936,4.191,2.106,0.957,0.468,0.489,0.596
201577,Robin Lopez,81,CHI,0.493,0.721,0.0,10.358,6.42,0.988,0.222,1.444,1.123
201578,Marreese Speights,82,LAC,0.445,0.876,1.256,8.671,4.549,0.793,0.28,0.5,0.841
201579,Roy Hibbert,48,"CHA, DEN",0.544,0.813,0.0,4.604,3.167,0.438,0.167,0.958,0.667
201580,JaVale McGee,77,GSW,0.652,0.505,0.0,6.13,3.169,0.221,0.247,0.87,0.519
201582,Alexis Ajinca,39,NOP,0.5,0.725,0.0,5.308,4.538,0.308,0.513,0.564,0.795
201583,Ryan Anderson,72,HOU,0.418,0.86,2.833,13.597,4.583,0.944,0.431,0.194,0.764
201584,Courtney Lee,77,NYK,0.456,0.867,1.403,10.844,3.364,2.325,1.052,0.312,0.896
201585,Kosta Koufos,71,SAC,0.551,0.613,0.0,6.62,5.676,0.662,0.507,0.676,0.859
201586,Serge Ibaka,79,"ORL, TOR",0.48,0.856,1.57,14.848,6.81,0.949,0.519,1.57,1.329
201587,Nicolas Batum,77,CHA,0.403,0.856,1.753,15.117,6.247,5.922,1.117,0.377,2.519
201588,George Hill,49,UTA,0.477,0.801,1.918,16.918,3.408,4.163,1.02,0.224,1.735
201589,Darrell Arthur,41,DEN,0.442,0.864,1.293,6.39,2.732,1.024,0.463,0.512,0.878
201599,DeAndre Jordan,81,LAC,0.714,0.482,0.0,12.704,13.753,1.185,0.63,1.654,1.42
201600,Omer Asik,31,NOP,0.477,0.59,0.0,2.742,5.258,0.484,0.161,0.323,0.452
201601,Luc Mbah a Moute,80,LAC,0.505,0.678,0.538,6.05,2.125,0.488,1.012,0.438,0.575
201609,Goran Dragic,73,MIA,0.475,0.79,1.603,20.315,3.822,5.795,1.219,0.178,2.904
201627,Anthony Morrow,49,"CHI, OKC",0.389,0.919,0.837,5.531,0.633,0.51,0.49,0.041,0.122
201628,Bobby Brown,25,HOU,0.383,1.0,0.56,2.48,0.24,0.56,0.04,0.0,0.2
201933,Blake Griffin,61,LAC,0.493,0.76,0.623,21.574,8.148,4.918,0.934,0.361,2.328
201935,James Harden,81,HOU,0.44,0.847,3.235,29.086,8.136,11.198,1.494,0.469,5.728
201936,Tyreke Evans,40,"NOP, SAC",0.405,0.75,1.05,10.275,3.425,3.1,0.875,0.225,1.525
201937,Ricky Rubio,75,MIN,0.402,0.891,0.8,11.147,4.067,9.093,1.707,0.133,2.6
201939,Stephen Curry,79,GSW,0.468,0.898,4.101,25.304,4.468,6.633,1.797,0.215,3.025
201941,Jordan Hill,7,MIN,0.385,1.0,0.0,1.714,2.0,0.0,0.143,0.0,0.571
201942,DeMar DeRozan,74,TOR,0.467,0.842,0.446,27.297,5.216,3.919,1.054,0.176,2.432
201943,Brandon Jennings,81,"NYK, WAS",0.359,0.75,0.975,7.123,2.42,4.877,0.864,0.049,1.58
201945,Gerald Henderson,72,PHI,0.423,0.806,0.847,9.194,2.569,1.556,0.556,0.208,0.861
201949,James Johnson,76,MIA,0.479,0.707,1.145,12.829,4.947,3.632,1.0,1.132,2.25
201950,Jrue Holiday,67,NOP,0.454,0.708,1.493,15.358,3.94,7.284,1.493,0.657,2.896
201951,Ty Lawson,69,SAC,0.454,0.797,0.493,9.87,2.594,4.841,1.072,0.087,1.87
201952,Jeff Teague,82,IND,0.442,0.867,1.098,15.293,4.024,7.793,1.22,0.39,2.634
201954,Darren Collison,68,SAC,0.476,0.86,1.074,13.235,2.235,4.588,0.985,0.132,1.676
201956,Omri Casspi,36,"MIN, NOP, SAC",0.47,0.586,0.417,5.167,3.111,1.028,0.639,0.083,0.806
201959,Taj Gibson,78,"CHI, OKC",0.515,0.715,0.038,10.846,6.218,0.936,0.526,0.833,1.346
201960,DeMarre Carroll,72,TOR,0.4,0.761,1.514,8.861,3.819,1.028,1.125,0.375,0.75
201961,Wayne Ellington,62,MIA,0.416,0.86,2.403,10.452,2.129,1.129,0.565,0.065,0.484
201962,Toney Douglas,24,MEM,0.368,0.828,0.292,4.875,2.542,2.333,0.75,0.208,0.875
201967,Dante Cunningham,66,NOP,0.485,0.593,1.076,6.591,4.197,0.561,0.591,0.424,0.424
201973,Jonas Jerebko,78,BOS,0.435,0.703,0.577,3.833,3.487,0.91,0.321,0.218,0.5
201975,Jodie Meeks,36,ORL,0.402,0.878,1.556,9.083,2.139,1.25,0.944,0.111,1.0
201976,Patrick Beverley,67,HOU,0.42,0.768,1.642,9.537,5.866,4.194,1.478,0.373,1.493
201977,Marcus Thornton,33,WAS,0.4,0.852,0.848,6.636,2.303,1.242,0.576,0.091,0.758
201980,Danny Green,68,SAS,0.392,0.844,1.735,7.309,3.294,1.824,1.029,0.838,1.118
201988,Patty Mills,80,SAS,0.44,0.825,1.838,9.488,1.762,3.5,0.812,0.038,1.262
202066,Garrett Temple,65,SAC,0.424,0.784,1.262,7.785,2.831,2.585,1.292,0.431,1.2
202083,Wesley Matthews,73,DAL,0.393,0.816,2.384,13.507,3.548,2.877,1.055,0.205,1.397
202087,Alonzo Gee,13,DEN,0.214,0.556,0.0,0.846,1.154,0.462,0.385,0.077,0.308
202130,Reggie Williams,6,NOP,0.348,0.857,0.833,4.5,1.0,0.667,0.5,0.0,0.0
202322,John Wall,78,WAS,0.451,0.801,1.141,23.141,4.179,10.654,2.013,0.628,4.128
202323,Evan Turner,65,POR,0.426,0.825,0.477,9.015,3.8,3.154,0.815,0.369,1.538
202324,Derrick Favors,50,UTA,0.487,0.615,0.06,9.52,6.1,1.12,0.9,0.8,1.2
202325,Wesley Johnson,68,LAC,0.365,0.647,0.426,2.735,2.662,0.338,0.426,0.441,0.265
202326,DeMarcus Cousins,72,"NOP, SAC",0.452,0.772,1.819,26.972,11.028,4.611,1.389,1.292,3.736
202328,Greg Monroe,81,MIL,0.533,0.741,0.0,11.741,6.568,2.309,1.136,0.469,1.728
202329,Al-Farouq Aminu,61,POR,0.393,0.706,1.148,8.721,7.393,1.623,0.984,0.721,1.541
202330,Gordon Hayward,73,UTA,0.471,0.844,2.041,21.932,5.397,3.452,1.0,0.274,1.918
202331,Paul George,75,IND,0.461,0.898,2.6,23.667,6.56,3.347,1.587,0.36,2.933
202332,Cole Aldrich,62,MIN,0.523,0.682,0.0,1.694,2.548,0.403,0.403,0.371,0.274
202334,Ed Davis,46,POR,0.528,0.617,0.0,4.348,5.304,0.565,0.326,0.478,0.804
202335,Patrick Patterson,65,TOR,0.401,0.717,1.446,6.846,4.508,1.169,0.615,0.354,0.585
202336,Larry Sanders,5,CLE,0.25,1.0,0.0,0.8,0.8,0.0,0.2,0.2,0.4
202337,Luke Babbitt,68,MIA,0.402,0.733,1.279,4.765,2.074,0.529,0.294,0.162,0.368
202338,Kevin Seraphin,49,IND,0.551,0.636,0.0,4.735,2.898,0.469,0.143,0.408,0.592
202339,Eric Bledsoe,66,PHX,0.434,0.847,1.576,21.061,4.848,6.333,1.379,0.47,3.394
202340,Avery Bradley,55,BOS,0.463,0.731,1.964,16.255,6.073,2.218,1.236,0.2,1.6
202344,Trevor Booker,71,BKN,0.516,0.673,0.352,9.986,8.042,1.944,1.056,0.394,1.789
202348,Jordan Crawford,19,NOP,0.482,0.769,1.947,14.053,1.789,3.0,0.579,0.105,1.316
202349,Greivis Vasquez,3,BKN,0.25,0.667,0.333,2.333,0.667,1.667,0.333,0.333,0.333
202355,Hassan Whiteside,77,MIA,0.557,0.628,0.0,17.0,14.13,0.74,0.74,2.091,2.0
202357,Nemanja Bjelica,65,MIN,0.424,0.738,0.862,6.2,3.754,1.215,0.615,0.308,0.908
202362,Lance Stephenson,18,"IND, MIN, NOP",0.45,0.615,0.333,6.778,2.889,3.278,0.278,0.167,1.444
202389,Timofey Mozgov,54,LAL,0.515,0.808,0.0,7.426,4.889,0.796,0.296,0.574,1.333
202390,Gary Neal,2,ATL,0.0,1.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0
202391,Jeremy Lin,36,BKN,0.438,0.816,1.611,14.528,3.75,5.111,1.167,0.389,2.389
202397,Ish Smith,81,DET,0.439,0.706,0.346,9.358,2.901,5.16,0.753,0.407,1.383
202407,Elijah Millsap,2,PHX,0.143,0.5,0.0,1.5,3.0,0.5,0.0,0.0,1.0
202412,Manny Harris,4,DAL,0.2,0.5,0.0,2.0,2.25,0.5,0.0,0.0,0.5
202498,Lance Thomas,46,NYK,0.398,0.843,0.826,5.978,3.087,0.761,0.457,0.109,0.543
202620,Arinze Onuaku,8,ORL,0.5,0.0,0.0,0.5,0.75,0.25,0.0,0.125,0.25
202681,Kyrie Irving,72,CLE,0.473,0.905,2.458,25.222,3.194,5.806,1.153,0.333,2.5
202682,Derrick Williams,50,"CLE, MIA",0.443,0.652,0.6,6.08,2.6,0.56,0.28,0.14,0.56
202683,Enes Freedom,72,OKC,0.545,0.786,0.069,14.347,6.694,0.931,0.444,0.528,1.708
202684,Tristan Thompson,78,CLE,0.6,0.498,0.0,8.077,9.167,0.987,0.5,1.077,0.821
202685,Jonas Valanciunas,80,TOR,0.557,0.811,0.012,11.988,9.488,0.712,0.462,0.788,1.325
202687,Bismack Biyombo,81,ORL,0.528,0.534,0.0,5.963,7.0,0.914,0.309,1.123,1.173
202688,Brandon Knight,54,PHX,0.398,0.857,0.833,11.019,2.185,2.407,0.5,0.093,1.63
202689,Kemba Walker,79,CHA,0.444,0.847,3.038,23.165,3.899,5.494,1.076,0.278,2.127
202691,Klay Thompson,78,GSW,0.468,0.853,3.436,22.333,3.654,2.051,0.846,0.513,1.641
202692,Alec Burks,42,UTA,0.399,0.769,0.595,6.738,2.857,0.714,0.429,0.119,0.833
202693,Markieff Morris,76,WAS,0.457,0.837,0.934,13.987,6.487,1.658,1.079,0.553,1.697
202694,Marcus Morris Sr.,79,DET,0.418,0.784,1.494,13.987,4.633,2.025,0.658,0.316,1.101
202695,Kawhi Leonard,74,SAS,0.485,0.88,1.986,25.514,5.811,3.514,1.797,0.743,2.081
202696,Nikola Vucevic,75,ORL,0.468,0.669,0.307,14.613,10.387,2.773,1.013,0.987,1.56
202697,Iman Shumpert,76,CLE,0.411,0.789,1.237,7.461,2.868,1.434,0.816,0.355,1.026
202699,Tobias Harris,82,DET,0.481,0.841,1.329,16.11,5.073,1.732,0.732,0.476,1.171
202700,Donatas Motiejunas,34,NOP,0.413,0.51,0.324,4.412,2.971,0.941,0.529,0.324,0.912
202702,Kenneth Faried,61,DEN,0.548,0.693,0.0,9.623,7.574,0.902,0.705,0.656,0.967
202703,Nikola Mirotic,70,CHI,0.413,0.773,1.843,10.629,5.486,1.071,0.757,0.786,1.143
202704,Reggie Jackson,52,DET,0.419,0.868,1.269,14.462,2.192,5.192,0.673,0.096,2.192
202708,Norris Cole,13,OKC,0.308,0.8,0.231,3.308,0.846,1.077,0.615,0.0,0.538
202709,Cory Joseph,80,TOR,0.452,0.77,0.6,9.25,2.938,3.312,0.825,0.162,1.35
202710,Jimmy Butler,76,CHI,0.455,0.865,1.197,23.895,6.184,5.487,1.882,0.421,2.092
202711,Bojan Bogdanovic,81,"BKN, WAS",0.445,0.893,1.778,13.741,3.42,1.37,0.42,0.086,1.617
202712,Justin Harper,3,PHI,0.417,0.0,0.667,4.0,1.667,0.667,0.0,0.0,1.333
202713,Kyle Singler,32,OKC,0.41,0.765,0.219,2.75,1.5,0.281,0.219,0.156,0.344
202714,Shelvin Mack,55,UTA,0.446,0.688,0.673,7.818,2.273,2.8,0.764,0.055,1.636
202718,Chandler Parsons,34,MEM,0.338,0.814,0.735,6.176,2.471,1.618,0.588,0.147,0.706
202720,Jon Leuer,75,DET,0.48,0.867,0.653,10.227,5.36,1.48,0.413,0.347,0.88
202722,Davis Bertans,67,SAS,0.44,0.824,1.03,4.522,1.463,0.687,0.299,0.418,0.478
202730,Lavoy Allen,61,IND,0.458,0.697,0.0,2.902,3.59,0.934,0.295,0.393,0.475
202732,DeAndre Liggins,62,"CLE, DAL",0.387,0.625,0.274,2.452,1.742,0.871,0.758,0.226,0.677
202734,E'Twaun Moore,73,NOP,0.457,0.77,1.055,9.589,2.082,2.247,0.685,0.438,0.849
202738,Isaiah Thomas,76,BOS,0.463,0.909,3.224,28.934,2.684,5.895,0.921,0.171,2.763
203076,Anthony Davis,75,NOP,0.505,0.802,0.533,27.987,11.787,2.093,1.253,2.227,2.413
203077,Michael Kidd-Gilchrist,81,CHA,0.477,0.784,0.012,9.173,6.975,1.407,1.0,0.951,0.691
203078,Bradley Beal,77,WAS,0.482,0.825,2.896,23.104,3.117,3.468,1.078,0.273,2.026
203079,Dion Waiters,46,MIA,0.424,0.646,1.848,15.848,3.326,4.348,0.913,0.435,2.239
203080,Thomas Robinson,48,LAL,0.536,0.47,0.0,5.021,4.646,0.646,0.542,0.188,0.958
203081,Damian Lillard,75,POR,0.444,0.895,2.853,26.987,4.907,5.867,0.907,0.267,2.627
203082,Terrence Ross,78,"ORL, TOR",0.437,0.831,1.821,11.0,2.641,1.128,1.115,0.423,0.872
203083,Andre Drummond,81,DET,0.53,0.386,0.025,13.642,13.765,1.111,1.531,1.099,1.877
203084,Harrison Barnes,79,DAL,0.468,0.861,0.987,19.215,4.987,1.468,0.823,0.19,1.291
203085,Austin Rivers,74,LAC,0.442,0.691,1.5,12.014,2.176,2.757,0.649,0.135,1.554
203086,Meyers Leonard,74,POR,0.386,0.875,1.0,5.419,3.203,0.959,0.176,0.378,0.473
203087,Jeremy Lamb,62,CHA,0.46,0.853,0.661,9.726,4.258,1.21,0.435,0.371,0.645
203089,John Henson,58,MIL,0.515,0.692,0.0,6.759,5.086,0.983,0.5,1.345,0.897
203090,Maurice Harkless,77,POR,0.503,0.621,0.883,10.039,4.429,1.143,1.104,0.909,1.117
203092,Tyler Zeller,51,BOS,0.494,0.564,0.0,3.49,2.431,0.824,0.137,0.412,0.392
203093,Terrence Jones,54,"MIL, NOP",0.47,0.606,0.352,10.815,5.667,1.093,0.741,1.0,0.889
203094,Andrew Nicholson,38,"BKN, WAS",0.387,0.643,0.132,2.632,1.605,0.263,0.421,0.158,0.447
203095,Evan Fournier,68,ORL,0.439,0.805,1.882,17.162,3.074,2.971,0.971,0.059,2.074
203096,Jared Sullinger,11,TOR,0.319,0.5,0.273,3.364,2.455,0.273,0.364,0.091,0.364
203098,John Jenkins,4,PHX,0.4,1.0,0.25,1.75,0.25,0.25,0.0,0.0,0.0
203101,Miles Plumlee,45,"CHA, MIL",0.478,0.641,0.0,2.511,2.111,0.467,0.4,0.289,0.667
203107,Tomas Satoransky,57,WAS,0.415,0.697,0.158,2.702,1.456,1.614,0.456,0.105,0.667
203109,Jae Crowder,72,BOS,0.462,0.811,2.181,13.875,5.764,2.153,1.014,0.319,1.111
203110,Draymond Green,76,GSW,0.418,0.709,1.066,10.211,7.882,7.013,2.026,1.395,2.421
203112,Quincy Acy,38,"BKN, DAL",0.412,0.75,0.974,5.842,3.026,0.474,0.368,0.395,0.553
203114,Khris Middleton,29,MIL,0.45,0.88,1.552,14.69,4.241,3.414,1.414,0.241,2.241
203115,Will Barton,60,DEN,0.443,0.753,1.45,13.667,4.317,3.433,0.8,0.467,1.617
203118,Mike Scott,18,ATL,0.288,0.875,0.222,2.5,2.056,0.944,0.222,0.167,0.444
203120,Justin Hamilton,64,BKN,0.459,0.75,0.859,6.906,4.094,0.859,0.453,0.672,0.672
203124,Kyle O'Quinn,79,NYK,0.521,0.771,0.025,6.278,5.557,1.481,0.456,1.316,0.962
