personId,personName,games_played,teamTricode,field_goal_percentage,free_throw_percentage,threepointers_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game
202696,Nikola Vucevic,80,ORL,0.518,0.789,1.05,20.812,12.0,3.838,1.012,1.112,1.988
202697,Iman Shumpert,62,"HOU, SAC",0.374,0.8,1.532,7.5,2.952,1.806,0.952,0.387,0.806
202699,Tobias Harris,82,"LAC, PHI",0.487,0.866,1.902,20.049,7.866,2.793,0.622,0.451,1.841
202700,Donatas Motiejunas,3,SAS,0.5,0.0,0.0,2.0,1.0,0.333,0.0,0.333,1.0
202702,Kenneth Faried,37,"BKN, HOU",0.589,0.646,0.216,10.378,6.757,0.541,0.459,0.622,0.892
202703,Nikola Mirotic,46,"MIL, NOP",0.439,0.847,2.522,15.152,7.37,1.196,0.674,0.739,1.043
202704,Reggie Jackson,82,DET,0.421,0.864,2.122,15.366,2.634,4.195,0.671,0.11,1.805
202705,MarShon Brooks,29,MEM,0.45,0.697,0.517,6.552,1.552,0.862,0.31,0.138,0.724
202709,Cory Joseph,82,IND,0.412,0.698,0.671,6.549,3.402,3.915,1.146,0.268,0.976
202710,Jimmy Butler,65,"MIN, PHI",0.462,0.855,1.031,18.692,5.262,4.046,1.892,0.6,1.462
202711,Bojan Bogdanovic,81,IND,0.497,0.807,2.025,17.951,4.111,1.988,0.852,0.012,1.654
202714,Shelvin Mack,57,"CHA, MEM",0.404,0.69,0.807,7.544,1.825,3.211,0.825,0.07,1.158
202718,Chandler Parsons,25,MEM,0.374,0.88,1.16,7.48,2.8,1.72,0.76,0.2,1.28
202720,Jon Leuer,41,DET,0.584,0.742,0.024,3.805,2.366,0.341,0.293,0.098,0.561
202722,Davis Bertans,76,SAS,0.45,0.883,1.908,7.974,3.474,1.316,0.461,0.434,0.566
202734,E'Twaun Moore,53,NOP,0.481,0.763,1.434,11.943,2.396,1.925,0.755,0.151,1.113
202738,Isaiah Thomas,12,DEN,0.343,0.63,1.0,8.083,1.083,1.917,0.417,0.083,1.5
202954,Brad Wanamaker,36,BOS,0.476,0.857,0.444,3.889,1.139,1.556,0.333,0.056,0.528
203076,Anthony Davis,56,NOP,0.517,0.794,0.857,25.929,12.0,3.893,1.571,2.411,2.0
203077,Michael Kidd-Gilchrist,64,CHA,0.476,0.772,0.25,6.672,3.844,0.953,0.5,0.609,0.672
203078,Bradley Beal,82,WAS,0.475,0.808,2.549,25.598,5.012,5.463,1.476,0.707,2.732
203079,Dion Waiters,44,MIA,0.414,0.5,2.477,11.977,2.636,2.75,0.659,0.205,1.455
203081,Damian Lillard,80,POR,0.444,0.912,2.962,25.838,4.638,6.888,1.1,0.425,2.65
203082,Terrence Ross,81,ORL,0.428,0.875,2.679,15.099,3.457,1.667,0.889,0.358,1.111
203083,Andre Drummond,79,DET,0.533,0.59,0.063,17.342,15.595,1.418,1.722,1.747,2.215
203084,Harrison Barnes,77,"DAL, SAC",0.42,0.824,2.26,16.429,4.688,1.494,0.649,0.169,1.273
203085,Austin Rivers,76,"HOU, WAS",0.406,0.526,1.368,8.132,2.132,2.197,0.618,0.303,0.895
203086,Meyers Leonard,61,POR,0.545,0.843,0.82,5.852,3.82,1.23,0.213,0.148,0.705
203087,Jeremy Lamb,79,CHA,0.44,0.888,1.456,15.291,5.494,2.177,1.114,0.405,1.013
203089,John Henson,14,MIL,0.463,0.6,0.786,5.643,5.071,1.0,0.5,0.786,0.857
203090,Maurice Harkless,60,POR,0.487,0.671,0.55,7.667,4.483,1.233,1.117,0.883,0.75
203092,Tyler Zeller,6,"ATL, MEM",0.533,0.778,0.0,7.667,4.0,0.667,0.167,0.5,0.667
203093,Terrence Jones,2,HOU,0.25,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5
203095,Evan Fournier,81,ORL,0.438,0.806,1.889,15.136,3.185,3.642,0.877,0.148,1.901
203098,John Jenkins,26,"NYK, WAS",0.4,0.833,0.846,4.654,1.423,0.846,0.0,0.077,0.346
203101,Miles Plumlee,18,ATL,0.667,0.533,0.0,4.444,2.167,0.944,0.333,0.222,0.556
203107,Tomas Satoransky,80,WAS,0.485,0.819,0.8,8.862,3.488,4.988,1.025,0.162,1.5
203109,Jae Crowder,80,UTA,0.399,0.721,2.162,11.888,4.8,1.662,0.8,0.388,1.062
203110,Draymond Green,66,GSW,0.445,0.692,0.712,7.364,7.288,6.879,1.439,1.061,2.561
203112,Quincy Acy,10,PHX,0.222,0.7,0.2,1.7,2.5,0.8,0.1,0.4,0.4
203114,Khris Middleton,77,MIL,0.441,0.837,2.325,18.273,5.987,4.299,1.039,0.091,2.26
203115,Will Barton,43,DEN,0.402,0.77,1.558,11.488,4.628,2.884,0.419,0.512,1.512
203118,Mike Scott,79,"LAC, PHI",0.4,0.667,1.278,5.81,3.494,0.835,0.329,0.165,0.557
203121,Darius Miller,69,NOP,0.39,0.789,1.928,8.217,1.855,2.116,0.58,0.333,0.855
203124,Kyle O'Quinn,45,IND,0.507,0.81,0.022,3.467,2.644,1.244,0.2,0.556,0.689
203145,Kent Bazemore,67,ATL,0.402,0.726,1.433,11.627,3.896,2.269,1.328,0.627,1.806
203159,Scott Machado,4,LAL,0.667,1.0,0.25,2.5,0.0,0.75,0.25,0.0,0.0
203200,Justin Holiday,82,"CHI, MEM",0.386,0.896,1.976,10.451,3.939,1.78,1.476,0.439,1.268
203210,JaMychal Green,65,"LAC, MEM",0.483,0.792,1.092,9.4,6.292,0.769,0.692,0.523,1.338
203263,James Nunnally,15,"HOU, MIN",0.353,1.0,0.533,2.4,0.333,0.467,0.067,0.0,0.067
203382,Aron Baynes,51,BOS,0.471,0.855,0.412,5.569,4.706,1.118,0.235,0.667,0.784
203457,Nerlens Noel,77,OKC,0.587,0.684,0.0,4.909,4.221,0.584,0.857,1.247,0.623
203458,Alex Len,77,ATL,0.494,0.648,0.961,11.091,5.506,1.117,0.351,0.896,1.26
203459,Allen Crabbe,43,BKN,0.367,0.732,2.279,9.605,3.442,1.07,0.535,0.302,1.07
203463,Ben McLemore,19,SAC,0.391,0.667,0.895,3.947,0.895,0.211,0.316,0.158,0.263
203468,CJ McCollum,70,POR,0.459,0.828,2.386,20.971,4.029,2.957,0.786,0.4,1.514
203469,Cody Zeller,49,CHA,0.551,0.787,0.122,10.143,6.796,2.082,0.776,0.837,1.265
203471,Dennis Schroder,79,OKC,0.414,0.819,1.57,15.494,3.595,4.089,0.823,0.152,2.177
203473,Dewayne Dedmon,64,ATL,0.492,0.814,1.297,10.828,7.5,1.406,1.078,1.109,1.312
203474,DJ Stephens,1,MEM,0.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
203476,Gorgui Dieng,76,MIN,0.501,0.83,0.25,6.382,4.092,0.947,0.632,0.539,0.75
203477,Isaiah Canaan,30,"MIL, MIN, PHX",0.39,0.792,1.133,6.033,1.933,2.8,0.467,0.067,1.167
203482,Kelly Olynyk,79,MIA,0.463,0.822,1.43,9.962,4.747,1.772,0.671,0.468,1.443
203484,Kentavious Caldwell-Pope,82,LAL,0.43,0.867,1.841,11.439,2.902,1.341,0.89,0.159,0.793
203485,Lorenzo Brown,26,TOR,0.324,1.0,0.231,2.115,1.192,1.077,0.462,0.192,0.615
203486,Mason Plumlee,82,DEN,0.593,0.561,0.024,7.768,6.39,2.963,0.805,0.927,1.537
203487,Michael Carter-Williams,28,"HOU, ORL",0.374,0.604,0.357,4.786,2.5,2.5,0.714,0.536,0.714
203488,Mike Muscala,64,"LAL, PHI",0.402,0.824,1.391,7.016,3.812,1.188,0.344,0.594,0.75
203490,Otto Porter Jr.,56,"CHI, WAS",0.465,0.812,1.857,13.929,5.607,2.143,1.464,0.554,1.161
203493,Reggie Bullock,63,"DET, LAL",0.412,0.859,2.349,11.286,2.746,2.048,0.635,0.19,1.032
203496,Robert Covington,35,"MIN, PHI",0.431,0.764,2.429,13.286,5.514,1.314,2.114,1.343,1.343
203497,Rudy Gobert,81,UTA,0.669,0.636,0.0,15.852,12.852,1.988,0.815,2.309,1.605
203500,Steven Adams,80,OKC,0.595,0.5,0.0,13.85,9.5,1.55,1.462,0.95,1.688
203501,Tim Hardaway Jr.,65,"DAL, NYK",0.393,0.841,2.492,18.062,3.415,2.446,0.831,0.123,1.615
203503,Tony Snell,74,MIL,0.452,0.881,1.095,6.0,2.122,0.919,0.351,0.243,0.311
203504,Trey Burke,58,"DAL, NYK",0.431,0.831,0.966,10.879,1.707,2.741,0.569,0.121,0.845
203506,Victor Oladipo,36,IND,0.423,0.73,2.056,18.75,5.611,5.167,1.667,0.306,2.278
203507,Giannis Antetokounmpo,72,MIL,0.578,0.729,0.722,27.694,12.472,5.889,1.278,1.528,3.722
203516,James Ennis III,58,"HOU, PHI",0.469,0.716,0.948,6.707,3.138,0.707,0.707,0.397,0.586
203518,Alex Abrines,31,OKC,0.357,0.923,1.323,5.323,1.548,0.645,0.548,0.194,0.452
203521,Matthew Dellavedova,48,"CLE, MIL",0.405,0.808,0.917,5.875,1.604,3.771,0.292,0.042,1.417
203524,Solomon Hill,44,NOP,0.382,0.719,0.727,4.341,3.023,1.25,0.523,0.227,0.705
203526,Raul Neto,37,UTA,0.46,0.848,0.541,5.297,1.676,2.514,0.378,0.108,0.946
203546,Ian Clark,60,NOP,0.394,0.892,1.1,6.683,1.483,1.567,0.367,0.133,0.967
203552,Seth Curry,74,POR,0.456,0.846,1.527,7.851,1.622,0.892,0.486,0.162,0.824
203564,Kalin Lucas,1,DET,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
203584,Troy Daniels,51,PHX,0.411,0.783,1.451,6.235,1.431,0.51,0.51,0.098,0.529
203585,Rodney McGruder,66,MIA,0.403,0.722,1.197,7.621,3.606,1.697,0.545,0.182,0.97
203613,Jonathon Simmons,56,"ORL, PHI",0.38,0.742,0.5,6.536,2.25,2.286,0.518,0.268,1.214
203710,C.J. Williams,15,MIN,0.486,0.0,0.333,2.6,0.533,0.8,0.4,0.0,0.333
203894,Shabazz Napier,56,BKN,0.389,0.833,1.357,9.446,1.786,2.554,0.732,0.286,1.179
203895,Jordan McRae,27,WAS,0.469,0.8,0.37,5.926,1.481,1.111,0.481,0.259,0.556
203897,Zach LaVine,63,CHI,0.467,0.832,1.905,23.683,4.667,4.492,0.952,0.413,3.413
203901,Elfrid Payton,42,NOP,0.434,0.743,0.786,10.619,5.238,7.619,1.048,0.405,2.667
203903,Jordan Clarkson,81,CLE,0.448,0.844,1.778,16.84,3.333,2.42,0.704,0.16,1.667
203914,Gary Harris,57,DEN,0.424,0.799,1.439,12.93,2.807,2.228,0.965,0.333,1.193
203915,Spencer Dinwiddie,68,BKN,0.442,0.806,1.824,16.809,2.441,4.574,0.588,0.25,2.235
203917,Nik Stauskas,68,"CLE, POR",0.402,0.891,1.029,5.868,1.868,1.191,0.309,0.103,0.75
203918,Rodney Hood,72,"CLE, POR",0.435,0.884,1.167,11.181,2.181,1.75,0.819,0.167,0.764
203920,Khem Birch,50,ORL,0.603,0.699,0.0,4.8,3.8,0.76,0.36,0.58,0.4
203922,Glenn Robinson III,47,DET,0.42,0.8,0.383,4.213,1.511,0.447,0.298,0.17,0.383
203924,Jerami Grant,80,OKC,0.497,0.71,1.438,13.625,5.212,0.988,0.762,1.25,0.838
203925,Joe Harris,76,BKN,0.5,0.827,2.408,13.697,3.829,2.382,0.5,0.224,1.592
203926,Doug McDermott,77,IND,0.491,0.835,1.091,7.325,1.416,0.87,0.234,0.104,0.545
203932,Aaron Gordon,78,ORL,0.449,0.731,1.551,15.974,7.359,3.705,0.731,0.718,2.077
203933,T.J. Warren,43,PHX,0.486,0.815,1.791,17.953,4.047,1.488,1.186,0.674,1.209
203935,Marcus Smart,80,BOS,0.422,0.806,1.575,8.85,2.925,4.012,1.788,0.35,1.538
203937,Kyle Anderson,43,MEM,0.543,0.578,0.209,8.047,5.837,2.977,1.256,0.86,1.349
203939,Dwight Powell,77,DAL,0.597,0.772,0.506,10.584,5.338,1.455,0.571,0.649,0.87
203943,Noah Vonleh,68,NYK,0.47,0.712,0.676,8.397,7.765,1.897,0.676,0.75,1.294
203944,Julius Randle,73,NOP,0.524,0.731,0.918,21.438,8.685,3.137,0.712,0.616,2.849
203952,Andrew Wiggins,73,MIN,0.412,0.699,1.616,18.096,4.822,2.521,0.959,0.658,1.89
203953,Jabari Parker,64,"CHI, WAS",0.493,0.712,0.953,14.531,6.578,2.375,0.719,0.469,2.359
203954,Joel Embiid,64,PHI,0.484,0.804,1.234,27.516,13.609,3.656,0.719,1.906,3.531
203957,Dante Exum,42,UTA,0.419,0.791,0.429,6.857,1.619,2.619,0.333,0.119,1.238
203960,JaKarr Sampson,4,CHI,0.537,0.81,1.25,20.0,8.0,1.0,1.0,0.75,1.0
203961,Eric Moreland,5,"PHX, TOR",0.429,0.0,0.2,1.4,4.0,0.8,0.2,0.2,1.0
203967,Dario Saric,81,"MIN, PHI",0.437,0.88,1.457,10.593,5.642,1.568,0.556,0.111,1.198
203991,Clint Capela,67,HOU,0.648,0.636,0.0,16.627,12.657,1.433,0.657,1.522,1.403
203992,Bogdan Bogdanovic,70,SAC,0.418,0.827,1.914,14.143,3.471,3.814,1.029,0.214,1.671
