personId,personName,games_played,teamTricode,field_goal_percentage,free_throw_percentage,threepointers_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game
2544,LeBron James,55,LAL,0.5,0.768,2.2,28.909,8.309,6.818,0.909,0.582,3.236
2617,Udonis Haslem,7,MIA,0.345,0.8,0.429,3.857,1.571,0.0,0.143,0.286,0.143
2738,Andre Iguodala,8,GSW,0.467,0.667,0.125,2.125,2.125,2.375,0.5,0.375,1.125
101108,Chris Paul,59,PHX,0.44,0.831,1.661,13.881,4.254,8.881,1.542,0.373,1.932
200752,Rudy Gay,56,UTA,0.378,0.857,0.589,5.232,2.911,1.018,0.339,0.321,0.661
200768,Kyle Lowry,55,MIA,0.404,0.859,1.945,11.182,4.091,5.109,1.036,0.382,1.873
200782,P.J. Tucker,75,PHI,0.427,0.826,0.733,3.547,3.933,0.8,0.52,0.2,0.587
201142,Kevin Durant,47,"BKN, PHX",0.56,0.919,1.979,29.064,6.66,5.0,0.723,1.426,3.319
201143,Al Horford,63,BOS,0.476,0.714,2.302,9.778,6.19,3.0,0.476,0.968,0.587
201144,Mike Conley,67,"MIN, UTA",0.428,0.834,2.015,11.91,2.716,6.716,1.09,0.209,1.537
201145,Jeff Green,56,DEN,0.488,0.744,0.536,7.804,2.571,1.232,0.321,0.304,0.821
201152,Thaddeus Young,54,TOR,0.545,0.692,0.111,4.444,3.074,1.389,1.0,0.093,0.778
201565,Derrick Rose,27,NYK,0.384,0.917,0.704,5.63,1.481,1.704,0.259,0.185,0.815
201566,Russell Westbrook,73,"LAC, LAL",0.436,0.656,1.219,15.877,5.795,7.548,1.041,0.452,3.493
201567,Kevin Love,62,"CLE, MIA",0.389,0.879,1.597,8.21,6.435,1.871,0.258,0.194,1.129
201569,Eric Gordon,69,"HOU, LAC",0.446,0.821,1.913,12.406,1.942,2.652,0.623,0.362,1.507
201572,Brook Lopez,78,MIL,0.531,0.784,1.744,15.885,6.667,1.269,0.474,2.474,1.372
201577,Robin Lopez,37,CLE,0.64,0.778,0.054,3.027,1.378,0.514,0.054,0.216,0.676
201580,JaVale McGee,42,DAL,0.64,0.585,0.048,4.429,2.548,0.262,0.095,0.619,0.857
201586,Serge Ibaka,16,MIL,0.481,0.615,0.375,4.125,2.75,0.25,0.125,0.438,0.688
201587,Nicolas Batum,78,LAC,0.42,0.708,1.59,6.128,3.833,1.551,0.692,0.564,0.641
201588,George Hill,46,"IND, MIL",0.47,0.764,0.739,5.043,1.848,2.391,0.565,0.13,0.739
201599,DeAndre Jordan,39,DEN,0.765,0.458,0.026,5.103,5.179,0.872,0.308,0.59,1.231
201609,Goran Dragic,58,"CHI, MIL",0.421,0.689,0.897,6.293,1.397,2.603,0.224,0.069,1.086
201933,Blake Griffin,41,BOS,0.485,0.656,0.561,4.146,3.78,1.488,0.341,0.22,0.537
201935,James Harden,58,PHI,0.441,0.867,2.776,20.966,6.103,10.655,1.224,0.534,3.362
201937,Ricky Rubio,33,CLE,0.343,0.8,0.636,5.182,2.121,3.485,0.788,0.182,0.939
201939,Stephen Curry,56,GSW,0.493,0.915,4.875,29.429,6.089,6.286,0.929,0.357,3.196
201942,DeMar DeRozan,74,CHI,0.504,0.872,0.622,24.541,4.635,5.095,1.122,0.486,2.068
201949,James Johnson,18,IND,0.449,0.5,0.167,2.833,1.667,0.833,0.389,0.333,0.444
201950,Jrue Holiday,67,MIL,0.479,0.859,2.358,19.254,5.09,7.388,1.179,0.373,2.94
201959,Taj Gibson,48,WAS,0.52,0.714,0.167,3.5,1.938,0.708,0.312,0.25,0.542
201976,Patrick Beverley,67,"CHI, LAL",0.4,0.723,1.194,6.194,3.687,2.896,0.94,0.612,0.896
201980,Danny Green,11,"CLE, MEM",0.449,1.0,1.455,5.545,1.273,0.545,0.545,0.273,0.909
201988,Patty Mills,40,BKN,0.411,0.833,1.225,6.15,1.1,1.4,0.375,0.075,0.75
202066,Garrett Temple,25,NOP,0.4,0.75,0.44,2.0,0.68,0.52,0.36,0.08,0.16
202083,Wesley Matthews,52,MIL,0.362,0.857,0.75,3.442,2.173,0.654,0.385,0.25,0.346
202322,John Wall,34,LAC,0.407,0.681,0.971,11.353,2.706,5.235,0.794,0.353,2.353
202330,Gordon Hayward,50,CHA,0.475,0.811,1.04,14.66,4.3,4.12,0.84,0.24,1.98
202331,Paul George,56,LAC,0.457,0.871,2.821,23.786,6.107,5.143,1.482,0.357,3.143
202397,Ish Smith,43,DEN,0.397,0.5,0.047,2.512,1.256,2.326,0.186,0.163,1.023
202681,Kyrie Irving,60,"BKN, DAL",0.494,0.905,3.133,27.05,5.067,5.517,1.1,0.75,2.133
202685,Jonas Valanciunas,79,NOP,0.547,0.826,0.481,14.114,10.177,1.772,0.253,0.658,2.013
202687,Bismack Biyombo,61,PHX,0.578,0.357,0.0,4.311,4.262,0.918,0.295,1.443,0.836
202689,Kemba Walker,9,DAL,0.421,0.81,0.778,8.0,1.778,2.111,0.222,0.222,0.444
202691,Klay Thompson,69,GSW,0.436,0.879,4.362,21.87,4.145,2.362,0.71,0.42,1.783
202692,Alec Burks,51,DET,0.436,0.814,1.941,12.784,3.098,2.235,0.745,0.157,1.137
202693,Markieff Morris,35,"BKN, DAL",0.409,1.0,0.8,3.771,2.029,0.886,0.257,0.143,0.514
202694,Marcus Morris Sr.,65,LAC,0.426,0.782,1.723,11.2,3.969,1.754,0.646,0.323,0.862
202695,Kawhi Leonard,52,LAC,0.512,0.871,2.0,23.827,6.5,3.923,1.385,0.538,1.692
202696,Nikola Vucevic,82,CHI,0.52,0.835,1.476,17.646,11.012,3.232,0.732,0.695,1.695
202699,Tobias Harris,74,PHI,0.501,0.876,1.703,14.662,5.73,2.514,0.919,0.541,1.203
202704,Reggie Jackson,68,"DEN, LAC",0.411,0.91,1.412,10.191,2.118,3.426,0.691,0.088,1.691
202709,Cory Joseph,62,DET,0.427,0.792,1.129,6.887,1.71,3.5,0.548,0.145,0.903
202710,Jimmy Butler,64,MIA,0.539,0.85,0.562,22.906,5.859,5.312,1.828,0.328,1.578
202711,Bojan Bogdanovic,59,DET,0.488,0.884,2.458,21.576,3.78,2.576,0.576,0.136,2.288
202722,Davis Bertans,45,DAL,0.431,0.867,1.222,4.578,1.178,0.467,0.244,0.178,0.222
203076,Anthony Davis,56,LAL,0.563,0.784,0.339,25.911,12.536,2.643,1.054,2.036,2.179
203078,Bradley Beal,50,WAS,0.506,0.842,1.6,23.2,3.92,5.42,0.9,0.66,2.9
203081,Damian Lillard,58,POR,0.463,0.914,4.207,32.172,4.776,7.328,0.862,0.31,3.293
203082,Terrence Ross,63,"ORL, PHX",0.43,0.794,1.508,8.286,2.444,1.508,0.556,0.159,0.683
203083,Andre Drummond,67,CHI,0.606,0.536,0.0,5.955,6.627,0.493,0.672,0.403,1.119
203084,Harrison Barnes,82,SAC,0.473,0.847,1.61,15.0,4.463,1.561,0.695,0.122,1.049
203085,Austin Rivers,52,MIN,0.435,0.769,0.827,4.904,1.596,1.442,0.538,0.077,0.442
203086,Meyers Leonard,9,MIL,0.483,0.889,0.778,4.778,3.778,0.111,0.222,0.0,0.667
203095,Evan Fournier,27,NYK,0.337,0.857,1.296,6.111,1.815,1.333,0.593,0.111,0.815
203109,Jae Crowder,18,MIL,0.479,0.833,1.333,6.889,3.833,1.5,0.667,0.333,0.389
203110,Draymond Green,73,GSW,0.527,0.713,0.548,8.452,7.192,6.849,1.014,0.836,2.795
203114,Khris Middleton,33,MIL,0.436,0.902,1.545,15.061,4.242,4.939,0.697,0.152,2.152
203115,Will Barton,56,"TOR, WAS",0.379,0.787,1.179,6.768,2.446,2.0,0.5,0.232,0.857
203200,Justin Holiday,46,"ATL, DAL",0.377,0.625,1.0,4.457,1.196,0.891,0.413,0.413,0.478
203210,JaMychal Green,57,GSW,0.54,0.776,0.737,6.421,3.596,0.895,0.439,0.404,0.912
203457,Nerlens Noel,17,"BKN, DET",0.361,0.667,0.059,2.059,2.706,0.588,0.941,0.588,0.765
203458,Alex Len,26,SAC,0.533,0.688,0.0,1.654,2.308,0.462,0.154,0.423,0.615
203468,CJ McCollum,75,NOP,0.437,0.769,2.813,20.907,4.373,5.72,0.933,0.507,2.44
203469,Cody Zeller,15,MIA,0.627,0.686,0.0,6.533,4.267,0.667,0.2,0.267,0.933
203471,Dennis Schroder,66,LAL,0.415,0.857,1.121,12.576,2.5,4.515,0.758,0.152,1.697
203473,Dewayne Dedmon,38,"MIA, PHI",0.51,0.673,0.316,5.237,3.526,0.684,0.237,0.5,0.658
203476,Gorgui Dieng,31,SAS,0.385,0.769,0.677,3.903,3.452,1.71,0.129,0.452,1.032
203482,Kelly Olynyk,68,UTA,0.499,0.853,1.368,12.456,6.176,3.706,0.882,0.544,2.471
203484,Kentavious Caldwell-Pope,76,DEN,0.462,0.824,1.776,10.816,2.737,2.408,1.474,0.461,1.132
203486,Mason Plumlee,79,"CHA, LAC",0.68,0.636,0.0,10.848,8.861,3.101,0.582,0.595,1.481
203487,Michael Carter-Williams,4,ORL,0.429,0.571,0.25,4.25,1.25,1.75,0.25,0.25,1.0
203488,Mike Muscala,63,"BOS, OKC",0.449,0.769,1.286,6.079,3.222,0.794,0.238,0.381,0.365
203490,Otto Porter Jr.,8,TOR,0.5,1.0,0.75,5.5,2.375,1.0,1.375,0.0,0.5
203493,Reggie Bullock,78,DAL,0.409,0.703,1.936,7.192,3.628,1.385,0.692,0.167,0.462
203496,Robert Covington,48,LAC,0.445,0.75,1.125,6.0,3.458,1.188,0.792,0.688,0.667
203497,Rudy Gobert,70,MIN,0.659,0.644,0.0,13.414,11.629,1.243,0.8,1.357,1.743
203500,Steven Adams,42,MEM,0.597,0.364,0.0,8.595,11.548,2.31,0.857,1.095,1.881
203501,Tim Hardaway Jr.,71,DAL,0.401,0.77,2.986,14.352,3.535,1.817,0.69,0.169,0.845
203506,Victor Oladipo,42,MIA,0.397,0.747,1.667,10.69,3.048,3.476,1.357,0.286,2.071
203507,Giannis Antetokounmpo,63,MIL,0.553,0.645,0.746,31.095,11.778,5.698,0.825,0.81,3.905
